from_id,to_id
mn0000125822,mn0000446509
mn0000923284,mn0000092507
mn0000923284,mn0000399895
mn0000923284,mn0000254440
mn0000788937,mn0000361973
mn0000753443,mn0000193342
mn0000516020,mn0000059355
mn0000516020,mn0000422405
mn0000545534,mn0000589459
mn0000545534,mn0000018921
mn0000348039,mn0000199749
mn0000299289,mn0000768321
mn0000048806,mn0001846293
mn0000597309,mn0000094224
mn0000674718,mn0000922301
mn0000600920,mn0000922728
mn0000597211,mn0000919368
mn0000597211,mn0000159583
mn0000069153,mn0000066915
mn0000646590,mn0000374888
mn0000646590,mn0000746079
mn0000030431,mn0000922911
mn0000030431,mn0000497161
mn0000620495,mn0000751604
mn0000620495,mn0000167561
mn0000620495,mn0000756089
mn0000620495,mn0000789340
mn0000005755,mn0000452236
mn0000359326,mn0000242545
mn0000197757,mn0000161351
mn0000101961,mn0000540010
mn0000101961,mn0000160056
mn0000243008,mn0000495288
mn0000243008,mn0000151861
mn0000922911,mn0000329602
mn0000922911,mn0000552411
mn0000922911,mn0000165294
mn0000922911,mn0000030431
mn0000570067,mn0000495702
mn0000609830,mn0000347148
mn0000609830,mn0000424244
mn0000126782,mn0000016180
mn0000048481,mn0000352155
mn0000319219,mn0000582253
mn0000263937,mn0000845775
mn0000263937,mn0000391933
mn0000239329,mn0000163426
mn0000239329,mn0000178916
mn0000239329,mn0000489554
mn0000239329,mn0000812051
mn0000239329,mn0000789393
mn0000239329,mn0000405417
mn0000239329,mn0000751549
mn0000239329,mn0000226908
mn0000406733,mn0000115301
mn0000761179,mn0000073682
mn0000761179,mn0000398020
mn0000194153,mn0000923033
mn0000094224,mn0000080970
mn0000094224,mn0000597309
mn0000410010,mn0000378288
mn0000604940,mn0000011707
mn0000282458,mn0000076375
mn0000234488,mn0000146354
mn0002196268,mn0002031212
mn0000749504,mn0000136220
mn0000569402,mn0000564558
mn0000569402,mn0000308742
mn0002312545,mn0001830841
mn0002312545,mn0000339742
mn0000922178,mn0000744092
mn0000049501,mn0000620056
mn0000049501,mn0000319239
mn0000976062,mn0001905956
mn0000664519,mn0000774322
mn0000664519,mn0001258721
mn0000664519,mn0000264572
mn0000664519,mn0000009173
mn0000636394,mn0000857829
mn0000636394,mn0000022602
mn0000737770,mn0000740263
mn0000137084,mn0000790833
mn0000137084,mn0000116630
mn0000182900,mn0000238506
mn0000182900,mn0000790023
mn0000136311,mn0000099508
mn0001428966,mn0000714953
mn0000231870,mn0000780581
mn0000231870,mn0000062650
mn0000222927,mn0000753833
mn0000222927,mn0000254215
mn0000674263,mn0000555654
mn0000674263,mn0000211926
mn0000010458,mn0000807893
mn0000118189,mn0001499866
mn0000055692,mn0000771792
mn0000055692,mn0000642736
mn0000753742,mn0000696668
mn0000727991,mn0000382630
mn0000727991,mn0000072941
mn0000727991,mn0000329883
mn0000727991,mn0000553421
mn0000078622,mn0000941716
mn0000078622,mn0000495702
mn0000266002,mn0000924226
mn0000200629,mn0000274689
mn0000308645,mn0000808871
mn0000308645,mn0000346684
mn0000308645,mn0002169273
mn0000308645,mn0000580723
mn0000308645,mn0000662941
mn0000519637,mn0000475431
mn0000519637,mn0000524228
mn0000479687,mn0000590479
mn0000479687,mn0000809266
mn0000376422,mn0000776011
mn0000376422,mn0002043528
mn0000376422,mn0000133420
mn0000376422,mn0000587405
mn0000376422,mn0002181666
mn0000376422,mn0002006721
mn0000376422,mn0000165652
mn0000409908,mn0000804559
mn0000409908,mn0000413601
mn0000409908,mn0000957296
mn0000409908,mn0000922728
mn0000409908,mn0000583161
mn0000300655,mn0000475986
mn0000264430,mn0000311609
mn0000745209,mn0000356427
mn0000903710,mn0000719976
mn0000034988,mn0000363100
mn0000507275,mn0000163133
mn0000075623,mn0000197938
mn0000579035,mn0002028412
mn0000579035,mn0000793623
mn0000579035,mn0000131650
mn0000024219,mn0000753422
mn0000024219,mn0000828142
mn0000024219,mn0000096756
mn0000173902,mn0000009132
mn0000094934,mn0000561105
mn0000094934,mn0000748485
mn0000043714,mn0000031697
mn0001162681,mn0000149568
mn0000239921,mn0000184811
mn0000239921,mn0000318966
mn0000239921,mn0000807893
mn0000538318,mn0000369183
mn0000166505,mn0000625278
mn0000166505,mn0000591249
mn0000681154,mn0001041581
mn0000398882,mn0000361393
mn0000253721,mn0000087083
mn0000591667,mn0000886961
mn0000907676,mn0000018828
mn0000284207,mn0000083194
mn0000133650,mn0000466103
mn0000361507,mn0000894854
mn0000249931,mn0000425372
mn0000661645,mn0000162677
mn0000274884,mn0000475362
mn0000039656,mn0000059096
mn0000953069,mn0000896216
mn0000955379,mn0000091650
mn0000955379,mn0000598173
mn0000955379,mn0000280956
mn0000955379,mn0000579627
mn0000078802,mn0000065939
mn0000078802,mn0000685663
mn0000813019,mn0000691965
mn0000196074,mn0000562949
mn0000828055,mn0000024032
mn0000828055,mn0000035076
mn0000828055,mn0000219203
mn0000034047,mn0000839504
mn0000865306,mn0000576525
mn0000153915,mn0000393539
mn0000254215,mn0000222927
mn0000254215,mn0000083554
mn0000254215,mn0000672411
mn0000884122,mn0001258721
mn0000884122,mn0000079687
mn0000884122,mn0000077766
mn0000951375,mn0000126287
mn0000242545,mn0000359326
mn0000242545,mn0002167801
mn0000013511,mn0000304518
mn0000836998,mn0000667111
mn0000836998,mn0000423393
mn0000836998,mn0000052784
mn0000649435,mn0000253734
mn0000649435,mn0000787940
mn0000667210,mn0000397697
mn0000387352,mn0000718907
mn0000170027,mn0000627250
mn0000170027,mn0000078242
mn0000771419,mn0000074178
mn0000188843,mn0000066276
mn0000313284,mn0000835894
mn0000313284,mn0000371879
mn0000313284,mn0000923618
mn0000007008,mn0000354730
mn0000007008,mn0000097219
mn0000305109,mn0000012602
mn0000108489,mn0000640269
mn0000108489,mn0000172193
mn0000108489,mn0000018753
mn0000108489,mn0000132185
mn0000533644,mn0000242864
mn0000533644,mn0000121459
mn0000533644,mn0000029629
mn0000225551,mn0000387219
mn0000794301,mn0000934439
mn0000794301,mn0000651257
mn0000754032,mn0000590285
mn0000754032,mn0000015264
mn0000754032,mn0000956707
mn0000201760,mn0000118853
mn0000201760,mn0000423829
mn0000787757,mn0000673208
mn0000100854,mn0000830063
mn0000918400,mn0000045972
mn0000918400,mn0000307493
mn0000828125,mn0000474482
mn0000987541,mn0000688515
mn0000070773,mn0000414420
mn0000118544,mn0000164594
mn0000025243,mn0000631497
mn0001219035,mn0000185155
mn0001219035,mn0000129775
mn0001219035,mn0000071970
mn0001219035,mn0000107139
mn0000740551,mn0000068304
mn0000005441,mn0000721802
mn0000005441,mn0000169189
mn0000005441,mn0000540867
mn0000564239,mn0000155801
mn0000489209,mn0000117836
mn0000489209,mn0000323990
mn0000489209,mn0000486645
mn0000037893,mn0000413000
mn0000477613,mn0000226556
mn0000477613,mn0000884269
mn0000477613,mn0000012809
mn0000065620,mn0000816387
mn0000122962,mn0000194911
mn0000122962,mn0000325888
mn0000793623,mn0000019362
mn0000793623,mn0000070949
mn0000793623,mn0000757665
mn0000793623,mn0000579035
mn0000492275,mn0000305468
mn0000011504,mn0000777405
mn0000753098,mn0000012809
mn0000028748,mn0000149605
mn0000028748,mn0000502371
mn0000581713,mn0000322733
mn0000236632,mn0000337475
mn0000868306,mn0000840402
mn0000868306,mn0000845668
mn0000753868,mn0000557277
mn0000007305,mn0000498577
mn0000007305,mn0000646378
mn0000007305,mn0000785773
mn0000007305,mn0000842802
mn0000007305,mn0000845668
mn0000007305,mn0000238440
mn0000569685,mn0000117001
mn0000569685,mn0000070175
mn0002169273,mn0000806411
mn0002169273,mn0000797431
mn0002169273,mn0000308645
mn0002169273,mn0000091651
mn0000254507,mn0000528675
mn0000775684,mn0000932973
mn0000114708,mn0000573577
mn0000114708,mn0000105561
mn0000114708,mn0000394288
mn0000577627,mn0000226331
mn0000577627,mn0000765747
mn0000577627,mn0000842351
mn0000577627,mn0000296487
mn0000577627,mn0000899796
mn0000671785,mn0000745318
mn0000930204,mn0000629417
mn0000651257,mn0000794301
mn0000651257,mn0000630521
mn0000844950,mn0000329036
mn0001419218,mn0000498241
mn0001419218,mn0000854174
mn0001419218,mn0000589117
mn0000248452,mn0000108554
mn0000248452,mn0000795130
mn0000130958,mn0000752635
mn0000756291,mn0000201946
mn0000115301,mn0000406733
mn0000115301,mn0000073173
mn0000615489,mn0000661989
mn0000042798,mn0000853535
mn0000230729,mn0000238375
mn0000669303,mn0000028214
mn0000669303,mn0000696126
mn0000771382,mn0000959876
mn0000771382,mn0000129780
mn0000927555,mn0000568861
mn0000830063,mn0000100854
mn0000830063,mn0000423829
mn0000830063,mn0000684612
mn0000830063,mn0000235394
mn0000732408,mn0000611087
mn0000039088,mn0000382455
mn0000777227,mn0000022558
mn0000032771,mn0000781837
mn0000719976,mn0000903710
mn0000486897,mn0000184031
mn0000312540,mn0001199135
mn0000123606,mn0000656610
mn0000147249,mn0000382455
mn0000513923,mn0000021536
mn0000056833,mn0000796763
mn0000839847,mn0000058616
mn0000065882,mn0000741525
mn0000065882,mn0000101795
mn0000065882,mn0000825316
mn0001371793,mn0000944915
mn0000496487,mn0000590787
mn0000898543,mn0000110792
mn0000479632,mn0000860588
mn0000399190,mn0000642736
mn0000399190,mn0000155091
mn0000399190,mn0000571539
mn0000840523,mn0000762496
mn0000840523,mn0000806990
mn0000840523,mn0000009136
mn0000002069,mn0000100659
mn0000122601,mn0000308943
mn0000369211,mn0000750970
mn0000010635,mn0000527773
mn0000010635,mn0000382455
mn0000298113,mn0000667584
mn0000226331,mn0000899796
mn0000226331,mn0000663113
mn0000226331,mn0000765747
mn0000226331,mn0000577627
mn0000807026,mn0000137731
mn0000807026,mn0000140689
mn0000807026,mn0000948620
mn0000215041,mn0000508057
mn0002331100,mn0000080782
mn0000829889,mn0000070949
mn0000277905,mn0000734735
mn0000823165,mn0000038490
mn0000954422,mn0000074397
mn0000731975,mn0000740576
mn0000468212,mn0000627250
mn0000194036,mn0000823012
mn0000194036,mn0000082091
mn0000598667,mn0000521940
mn0000211392,mn0000908185
mn0000211392,mn0000210974
mn0000211392,mn0000753485
mn0000883619,mn0000931015
mn0000142545,mn0000170556
mn0000808613,mn0000255210
mn0000808613,mn0000949259
mn0000316611,mn0000527658
mn0000485869,mn0000797327
mn0000004542,mn0000756772
mn0000657693,mn0000194328
mn0000044906,mn0001531017
mn0000044906,mn0000132710
mn0000044906,mn0000397880
mn0000044906,mn0002450394
mn0000044906,mn0000936249
mn0000044906,mn0000786245
mn0000044906,mn0000481915
mn0000044906,mn0000866271
mn0000279337,mn0000045287
mn0000144489,mn0000924367
mn0000081920,mn0000555996
mn0000096142,mn0000583106
mn0000096142,mn0000744347
mn0000306258,mn0000796460
mn0000527658,mn0000316611
mn0000674749,mn0000175909
mn0000030629,mn0001457567
mn0000575926,mn0000255371
mn0000575926,mn0000503913
mn0000580300,mn0000983260
mn0000580300,mn0000393539
mn0000580300,mn0000718155
mn0000580300,mn0000192421
mn0000355626,mn0000169426
mn0000675732,mn0000154998
mn0000675732,mn0000935343
mn0000675732,mn0000840215
mn0000675732,mn0000296903
mn0000015957,mn0000675984
mn0000543867,mn0000566087
mn0000543867,mn0000015822
mn0000105023,mn0000758919
mn0000643347,mn0000470004
mn0000824022,mn0000354105
mn0000211850,mn0000100645
mn0000619153,mn0000008570
mn0000423829,mn0000609992
mn0000423829,mn0000830063
mn0000423829,mn0000585092
mn0000423829,mn0000505154
mn0000423829,mn0000737969
mn0000423829,mn0000201760
mn0000423829,mn0000424302
mn0000620570,mn0000492900
mn0000620570,mn0000761108
mn0000127155,mn0000558490
mn0000475431,mn0000519637
mn0000404921,mn0000656811
mn0000790814,mn0000498562
mn0000018016,mn0000136888
mn0000816387,mn0000065620
mn0000818432,mn0000182598
mn0000818432,mn0000043452
mn0000818432,mn0000562304
mn0000339742,mn0002312545
mn0000640208,mn0000602467
mn0000640208,mn0000218054
mn0000221646,mn0000596996
mn0000945196,mn0000012877
mn0000105815,mn0000149867
mn0000105815,mn0000727849
mn0000598083,mn0000795529
mn0000598083,mn0000522041
mn0000598083,mn0000178916
mn0000617989,mn0000160292
mn0000617989,mn0000016132
mn0000617989,mn0000570686
mn0000617989,mn0000521424
mn0000617989,mn0000215208
mn0000656811,mn0000404921
mn0000343416,mn0000988655
mn0000948620,mn0000137731
mn0000948620,mn0000807026
mn0000948620,mn0000898255
mn0000075264,mn0000339860
mn0000930786,mn0000809527
mn0000940397,mn0000773615
mn0000174388,mn0000303833
mn0000149860,mn0000652713
mn0000094890,mn0000918867
mn0000094890,mn0000750970
mn0000270066,mn0000044678
mn0000080970,mn0000094224
mn0000070740,mn0000583618
mn0000524587,mn0000735386
mn0000673577,mn0000178916
mn0000673577,mn0000521940
mn0000526901,mn0001327668
mn0000526901,mn0000809476
mn0000940884,mn0001463119
mn0000405417,mn0000239329
mn0000183311,mn0000197921
mn0000151861,mn0000243008
mn0001897913,mn0000055032
mn0000105845,mn0000051992
mn0000063225,mn0000419279
mn0000081832,mn0000277351
mn0000081832,mn0000718907
mn0000924764,mn0000038469
mn0000773104,mn0001918807
mn0000461391,mn0000531626
mn0000073421,mn0000038061
mn0000073421,mn0000089732
mn0000073421,mn0000182305
mn0001519193,mn0000197932
mn0000621368,mn0000035111
mn0000216028,mn0000344060
mn0000216028,mn0000854203
mn0000295941,mn0000001097
mn0000067494,mn0000257123
mn0000067494,mn0000011506
mn0000067494,mn0000751604
mn0000754545,mn0000737627
mn0000024129,mn0001421237
mn0000738591,mn0000784678
mn0000071957,mn0000082831
mn0000554963,mn0000982214
mn0000670057,mn0000178536
mn0000110702,mn0000858827
mn0000589767,mn0000191512
mn0000952761,mn0000621817
mn0000109414,mn0000680476
mn0000109414,mn0000050408
mn0000287350,mn0000431312
mn0000287350,mn0000919368
mn0000478120,mn0000166652
mn0000073173,mn0000580829
mn0000073173,mn0000115301
mn0000524060,mn0000719562
mn0000139812,mn0000956232
mn0000096804,mn0000582062
mn0000248391,mn0000303833
mn0000389137,mn0000799198
mn0000767068,mn0000336639
mn0000932331,mn0000545726
mn0000932331,mn0000285221
mn0000153565,mn0000494430
mn0000622053,mn0000007418
mn0000515072,mn0000186837
mn0000109628,mn0000919603
mn0000346102,mn0000328288
mn0000346102,mn0000988440
mn0000665801,mn0000057073
mn0000424244,mn0000609830
mn0000024944,mn0000869365
mn0000024944,mn0000322092
mn0000090188,mn0000089664
mn0000809765,mn0000592978
mn0000152242,mn0000226041
mn0000565652,mn0001513499
mn0000046429,mn0000763810
mn0000639397,mn0000187374
mn0000664378,mn0000129761
mn0000664378,mn0000830617
mn0000664378,mn0000058616
mn0000664378,mn0000478603
mn0000806411,mn0002169273
mn0000571752,mn0000945471
mn0000159857,mn0000159410
mn0000159857,mn0000329232
mn0000293448,mn0000170369
mn0000866917,mn0000338179
mn0000866917,mn0000338179
mn0000796460,mn0000306258
mn0000175984,mn0000699610
mn0000854157,mn0000752314
mn0000854157,mn0000016212
mn0000190843,mn0000102964
mn0000190843,mn0000929973
mn0000762963,mn0000387095
mn0000952786,mn0000601225
mn0000580294,mn0000483347
mn0000560796,mn0000177454
mn0000640680,mn0000636106
mn0000640680,mn0000347639
mn0000415190,mn0000201611
mn0000808623,mn0000573065
mn0000772669,mn0000531986
mn0000496374,mn0000582738
mn0000602467,mn0000477430
mn0000602467,mn0000640208
mn0000576525,mn0000865306
mn0000804865,mn0000601430
mn0002327868,mn0000013315
mn0000508805,mn0000087985
mn0000491174,mn0000666598
mn0000234430,mn0000748220
mn0000210974,mn0000211392
mn0000210974,mn0000152002
mn0000079240,mn0000396266
mn0000079240,mn0000738089
mn0000794926,mn0000597314
mn0000794926,mn0000014408
mn0000675355,mn0000138833
mn0000025375,mn0000621101
mn0000583618,mn0000325537
mn0000583618,mn0000490554
mn0000583618,mn0000070740
mn0000121726,mn0000484607
mn0000009298,mn0000954597
mn0000387484,mn0000289766
mn0000020050,mn0000011620
mn0000010092,mn0000136542
mn0000010092,mn0000804751
mn0000490554,mn0000078414
mn0000490554,mn0000583618
mn0000490554,mn0000898161
mn0000490554,mn0000254131
mn0001971650,mn0002491720
mn0000938337,mn0000893493
mn0000151326,mn0000000734
mn0000021810,mn0000197578
mn0000173287,mn0000194246
mn0000515641,mn0000045475
mn0000425372,mn0000249931
mn0000680476,mn0000109414
mn0000680476,mn0000050408
mn0000921710,mn0000531653
mn0000921710,mn0002006721
mn0000194578,mn0000066013
mn0000149605,mn0000275757
mn0000149605,mn0000933684
mn0000762177,mn0000757665
mn0000171150,mn0000926091
mn0000171150,mn0000397880
mn0000171150,mn0002450394
mn0000171150,mn0000018753
mn0000171150,mn0000044906
mn0000171150,mn0000490141
mn0000171150,mn0000588183
mn0000171150,mn0000778352
mn0000076055,mn0000919717
mn0000076055,mn0000357406
mn0000113753,mn0000583161
mn0000576975,mn0001013798
mn0000461722,mn0000099032
mn0000334363,mn0000016835
mn0000244073,mn0000385180
mn0000244073,mn0000753478
mn0000244073,mn0000101391
mn0000519054,mn0000086828
mn0000519054,mn0000868628
mn0000519054,mn0001251187
mn0000519054,mn0001566794
mn0000329468,mn0000221894
mn0000041976,mn0000651937
mn0000774121,mn0000930397
mn0000774121,mn0000779670
mn0000774121,mn0000214580
mn0000058144,mn0001377037
mn0000251033,mn0000631691
mn0000936983,mn0000840102
mn0000697391,mn0000537548
mn0000299893,mn0000988270
mn0000299893,mn0000016926
mn0000666941,mn0000651187
mn0000633192,mn0000489554
mn0000782035,mn0000225375
mn0000597094,mn0000136089
mn0000597094,mn0000899530
mn0000597094,mn0000084258
mn0000201130,mn0000471355
mn0000987621,mn0000808304
mn0000987621,mn0000407058
mn0000599407,mn0000086598
mn0000193305,mn0000394013
mn0000193363,mn0000079959
mn0000332149,mn0000490852
mn0000251851,mn0000151098
mn0000251851,mn0000256528
mn0000672649,mn0000823414
mn0000095166,mn0000589117
mn0000095166,mn0000498241
mn0000072959,mn0000824262
mn0000896954,mn0000234815
mn0000545328,mn0000138520
mn0000545328,mn0000204083
mn0000178906,mn0000534373
mn0000178906,mn0000803026
mn0000929973,mn0000190843
mn0000929973,mn0000102964
mn0000216268,mn0000996534
mn0000482763,mn0000217622
mn0000482763,mn0000840215
mn0000482763,mn0000391929
mn0000482763,mn0000344060
mn0000197932,mn0001519193
mn0000140651,mn0000883318
mn0000918867,mn0000750970
mn0000918867,mn0000094890
mn0000918867,mn0000574940
mn0000184231,mn0000780581
mn0000184231,mn0000062650
mn0000184231,mn0000791070
mn0000217641,mn0000944293
mn0000217641,mn0002050466
mn0000217641,mn0000886459
mn0000143749,mn0000795529
mn0000143749,mn0000474482
mn0000030658,mn0000606610
mn0000030658,mn0000952345
mn0000030658,mn0000841430
mn0000062378,mn0000038579
mn0000354140,mn0000181375
mn0000380526,mn0000399406
mn0000380526,mn0000501762
mn0000344167,mn0000325031
mn0000005501,mn0000999000
mn0000154840,mn0000489339
mn0000154840,mn0000129201
mn0000154840,mn0000084267
mn0000154840,mn0000813142
mn0000154840,mn0000854686
mn0000748485,mn0000561105
mn0000748485,mn0000094934
mn0000891827,mn0000059537
mn0000072941,mn0000834292
mn0000072941,mn0000727991
mn0000852131,mn0000099449
mn0000852131,mn0000584952
mn0000276910,mn0000576839
mn0000651107,mn0000236246
mn0000022533,mn0000611881
mn0000197920,mn0000254504
mn0000107259,mn0000088122
mn0000107259,mn0000364399
mn0000107259,mn0000924543
mn0000107259,mn0000059503
mn0000107259,mn0000075979
mn0000107259,mn0000044252
mn0000107259,mn0000158765
mn0000107259,mn0000369574
mn0000107259,mn0000330601
mn0000107259,mn0000829579
mn0000107259,mn0000756180
mn0000107259,mn0000671639
mn0000107259,mn0000219203
mn0000107259,mn0000128846
mn0000501081,mn0000372322
mn0000380704,mn0000098189
mn0000126287,mn0000951375
mn0000024761,mn0000831104
mn0000949259,mn0000808613
mn0000788568,mn0000823012
mn0000589784,mn0000926487
mn0000589784,mn0000642728
mn0000095132,mn0000579037
mn0000092942,mn0000491565
mn0000092942,mn0000746666
mn0000171622,mn0000071225
mn0000171622,mn0000267720
mn0000171622,mn0000175329
mn0000719562,mn0000524060
mn0000563012,mn0000929800
mn0000165624,mn0000208076
mn0000744075,mn0000790604
mn0000396372,mn0000487535
mn0000396372,mn0000665944
mn0000098187,mn0000978781
mn0000130388,mn0000807009
mn0000128440,mn0000501561
mn0000128440,mn0000491565
mn0000095227,mn0003118776
mn0000575199,mn0000804559
mn0000575199,mn0000839847
mn0000575199,mn0000011707
mn0000007480,mn0000159410
mn0000040743,mn0000775406
mn0000040743,mn0000863790
mn0000040743,mn0000001098
mn0000040743,mn0000812990
mn0000300128,mn0000033666
mn0000132869,mn0000901982
mn0000835671,mn0000031697
mn0000082626,mn0000052784
mn0000531653,mn0000514671
mn0000531653,mn0000921710
mn0000531653,mn0000071166
mn0000884269,mn0000477613
mn0000797327,mn0000370482
mn0000797327,mn0000259561
mn0000797327,mn0000898479
mn0000797327,mn0000485869
mn0000568137,mn0001016149
mn0000568137,mn0001041581
mn0000928942,mn0000765435
mn0000928942,mn0000798326
mn0000928942,mn0000267354
mn0000928942,mn0000226380
mn0000928942,mn0000250435
mn0000928942,mn0000199677
mn0000928942,mn0000737969
mn0000928942,mn0000597266
mn0000928942,mn0000809001
mn0000327184,mn0000600953
mn0000841475,mn0000120325
mn0000490416,mn0000505154
mn0000490416,mn0000491786
mn0000655280,mn0000942989
mn0000754513,mn0000127103
mn0000754513,mn0000664864
mn0000117806,mn0000151290
mn0000084962,mn0002066395
mn0000148830,mn0000224312
mn0000148830,mn0000111898
mn0000148830,mn0000084458
mn0000148830,mn0002140935
mn0000243851,mn0000840000
mn0000195237,mn0000187478
mn0000108564,mn0000953548
mn0000223060,mn0000217390
mn0002165341,mn0000041428
mn0000137474,mn0000118289
mn0000162341,mn0000794257
mn0000489876,mn0000084258
mn0000489876,mn0000474215
mn0000489876,mn0000058549
mn0000489876,mn0000143494
mn0000087859,mn0000192382
mn0000337119,mn0000842802
mn0000337119,mn0000754587
mn0000337119,mn0000740569
mn0000497987,mn0000627292
mn0000100102,mn0000116465
mn0000417607,mn0000521940
mn0001013798,mn0000576975
mn0000197355,mn0000224257
mn0000029884,mn0000058549
mn0000029884,mn0000209142
mn0000029884,mn0000232564
mn0000029884,mn0000217792
mn0000029884,mn0000069844
mn0000029884,mn0000956707
mn0000553421,mn0000727991
mn0000521940,mn0000756318
mn0000521940,mn0000673577
mn0000521940,mn0000412047
mn0000521940,mn0000196254
mn0000521940,mn0000417607
mn0000521940,mn0000598667
mn0000041641,mn0000274689
mn0000813737,mn0000477787
mn0000813737,mn0000160735
mn0000246960,mn0000545074
mn0000184930,mn0000201581
mn0000184930,mn0000128244
mn0000782191,mn0000183406
mn0000782191,mn0000928524
mn0000782191,mn0000940590
mn0000891063,mn0000957085
