artist_id,theme_id
mn0000595445,ma0000004272
mn0000595445,ma0000004252
mn0000595445,ma0000005070
mn0000178880,ma0000005063
mn0000178880,ma0000006297
mn0000178880,ma0000006321
mn0000178880,ma0000006315
mn0000178880,ma0000005079
mn0000012595,ma0000006313
mn0000012595,ma0000005031
mn0000012595,ma0000006316
mn0000012595,ma0000005057
mn0000012595,ma0000006311
mn0000046603,ma0000005063
mn0000046603,ma0000006291
mn0000046603,ma0000006297
mn0000046603,ma0000004281
mn0000046603,ma0000004272
mn0000046603,ma0000006308
mn0000945245,ma0000006318
mn0000945245,ma0000006327
mn0000945245,ma0000006321
mn0000945245,ma0000004251
mn0000679370,ma0000005098
mn0000679370,ma0000006327
mn0000679370,ma0000005086
mn0000679370,ma0000006324
mn0000679370,ma0000005579
mn0000679370,ma0000006304
mn0000679370,ma0000006271
mn0000679370,ma0000006310
mn0000120273,ma0000006327
mn0000120273,ma0000006329
mn0000120273,ma0000006288
mn0000120273,ma0000006312
mn0000958560,ma0000005579
mn0000958560,ma0000006335
mn0000958560,ma0000006322
mn0000009764,ma0000005100
mn0000009764,ma0000004281
mn0000009764,ma0000006297
mn0000009764,ma0000006315
mn0002104987,ma0000006299
mn0002104987,ma0000006329
mn0002104987,ma0000005051
mn0002104987,ma0000006322
mn0002104987,ma0000006327
mn0002104987,ma0000006276
mn0002104987,ma0000005099
mn0002104987,ma0000004272
mn0002104987,ma0000006315
mn0002104987,ma0000005123
mn0002104987,ma0000006328
mn0002104987,ma0000006297
mn0002104987,ma0000006335
mn0002104987,ma0000006332
mn0002104987,ma0000006333
mn0002104987,ma0000005633
mn0002104987,ma0000006318
mn0000197424,ma0000006327
mn0000197424,ma0000005042
mn0000197424,ma0000006288
mn0000197424,ma0000006314
mn0000197424,ma0000006312
mn0000197424,ma0000004281
mn0000197424,ma0000006310
mn0000160848,ma0000004251
mn0000160848,ma0000006297
mn0000160848,ma0000006311
mn0000160848,ma0000006318
mn0000160848,ma0000006316
mn0000160848,ma0000006314
mn0000160848,ma0000004281
mn0000101701,ma0000005093
mn0000101701,ma0000006269
mn0000101701,ma0000006323
mn0000101701,ma0000005579
mn0000101701,ma0000006335
mn0000101701,ma0000005031
mn0000101701,ma0000006291
mn0000548068,ma0000004245
mn0000548068,ma0000006316
mn0000548068,ma0000004285
mn0000480721,ma0000006297
mn0000480721,ma0000006318
mn0000480721,ma0000006315
mn0000480721,ma0000006316
mn0000952169,ma0000005633
mn0000952169,ma0000006321
mn0000952169,ma0000006313
mn0000952169,ma0000006289
mn0000952169,ma0000006323
mn0000952169,ma0000006299
mn0000414506,ma0000005579
mn0000397042,ma0000005042
mn0000397042,ma0000006288
mn0000397042,ma0000005061
mn0000397042,ma0000006282
mn0000397042,ma0000006297
mn0000397042,ma0000006299
mn0000397042,ma0000004263
mn0000397042,ma0000006321
mn0000397042,ma0000006335
mn0000397042,ma0000005082
mn0000397042,ma0000004272
mn0000397042,ma0000005086
mn0000397042,ma0000006316
mn0000397042,ma0000005100
mn0000397042,ma0000006312
mn0000397042,ma0000005658
mn0000051909,ma0000004280
mn0000957520,ma0000005042
mn0000957520,ma0000006314
mn0000933281,ma0000006315
mn0000933281,ma0000004272
mn0000933281,ma0000006299
mn0000933281,ma0000006298
mn0000099555,ma0000006318
mn0000099555,ma0000006317
mn0000099555,ma0000005096
mn0000115733,ma0000006320
mn0000115733,ma0000004251
mn0000115733,ma0000005063
mn0000115733,ma0000006297
mn0000115733,ma0000006321
mn0000115733,ma0000006332
mn0000115733,ma0000005099
mn0000115733,ma0000006277
mn0000115733,ma0000005096
mn0000115733,ma0000006287
mn0000475783,ma0000006318
mn0000475783,ma0000006316
mn0000475783,ma0000004281
mn0000495541,ma0000005093
mn0000495541,ma0000005094
mn0000495541,ma0000005105
mn0000495541,ma0000005109
mn0000495541,ma0000005106
mn0000495541,ma0000004282
mn0000495541,ma0000005122
mn0000495541,ma0000004286
mn0000495541,ma0000005047
mn0000355885,ma0000006323
mn0000355885,ma0000005063
mn0000355885,ma0000004281
mn0000852405,ma0000004245
mn0000852405,ma0000006299
mn0000852405,ma0000006315
mn0000852405,ma0000005096
mn0000852405,ma0000006314
mn0000894335,ma0000005625
mn0000894335,ma0000004276
mn0000894335,ma0000006319
mn0000894335,ma0000006327
mn0000894335,ma0000005076
mn0000894335,ma0000006312
mn0000785787,ma0000005070
mn0000669105,ma0000006318
mn0000669105,ma0000006321
mn0000669105,ma0000006316
mn0000749729,ma0000006273
mn0000749729,ma0000006318
mn0000749729,ma0000006317
mn0000363100,ma0000006321
mn0000363100,ma0000006291
mn0000363100,ma0000005073
mn0000363100,ma0000006323
mn0000034382,ma0000006312
mn0000034382,ma0000006327
mn0000034382,ma0000006289
mn0000034382,ma0000006325
mn0000034382,ma0000004276
mn0000034382,ma0000006281
mn0000034382,ma0000006310
mn0000819748,ma0000006287
mn0001970510,ma0000006328
mn0001970510,ma0000006308
mn0000139804,ma0000006288
mn0000139804,ma0000005076
mn0000139804,ma0000006318
mn0000139804,ma0000006314
mn0000139804,ma0000005079
mn0000139804,ma0000006312
mn0000139804,ma0000006299
mn0000811897,ma0000006316
mn0000811897,ma0000006310
mn0000811897,ma0000006318
mn0000811897,ma0000006317
mn0000811897,ma0000006297
mn0000811897,ma0000006311
mn0000811897,ma0000006296
mn0001747431,ma0000006299
mn0001747431,ma0000006321
mn0001747431,ma0000006327
mn0000245136,ma0000005045
mn0000245136,ma0000006316
mn0000245136,ma0000006318
mn0000245136,ma0000005047
mn0000245136,ma0000013567
mn0000245136,ma0000005076
mn0000841881,ma0000006330
mn0000841881,ma0000006314
mn0000841881,ma0000006312
mn0000841881,ma0000004276
mn0000323641,ma0000006327
mn0000323641,ma0000006297
mn0000323641,ma0000004274
mn0000323641,ma0000006308
mn0000767510,ma0000004245
mn0000767510,ma0000006299
mn0000767510,ma0000006318
mn0000767510,ma0000005096
mn0000767510,ma0000006316
mn0000767510,ma0000006313
mn0000767510,ma0000006326
mn0000767510,ma0000004251
mn0000767510,ma0000006311
mn0000767510,ma0000006321
mn0000911827,ma0000006318
mn0000911827,ma0000005096
mn0000911827,ma0000005579
mn0000911827,ma0000006311
mn0000911827,ma0000004246
mn0000911827,ma0000006321
mn0000911827,ma0000006276
mn0000911827,ma0000006316
mn0000911827,ma0000005097
mn0000911827,ma0000004248
mn0000911827,ma0000013572
mn0000911827,ma0000005076
mn0000911827,ma0000005065
mn0000911827,ma0000005100
mn0000911827,ma0000005059
mn0000911827,ma0000006273
mn0000911827,ma0000005625
mn0000911827,ma0000005047
mn0000525799,ma0000006297
mn0000525799,ma0000006333
mn0000525799,ma0000006328
mn0000321944,ma0000006324
mn0000321944,ma0000005098
mn0000321944,ma0000005579
mn0000321944,ma0000006310
mn0000471711,ma0000006328
mn0000471711,ma0000006297
mn0000471711,ma0000006322
mn0000471711,ma0000004272
mn0000347933,ma0000005063
mn0000347933,ma0000006299
mn0000347933,ma0000006318
mn0000347933,ma0000006321
mn0000919812,ma0000004272
mn0000919812,ma0000006308
mn0000564726,ma0000006316
mn0000564726,ma0000004245
mn0000564726,ma0000004248
mn0000564726,ma0000006318
mn0000564726,ma0000006321
mn0000564726,ma0000005096
mn0000953472,ma0000005057
mn0000953472,ma0000005112
mn0000953472,ma0000006328
mn0000953472,ma0000006291
mn0000953472,ma0000006315
mn0000953472,ma0000006318
mn0000020729,ma0000004281
mn0000020729,ma0000006297
mn0000020729,ma0000006328
mn0000020729,ma0000006292
mn0000020729,ma0000006291
mn0000020729,ma0000004272
mn0000020729,ma0000006294
mn0000020729,ma0000006308
mn0000018549,ma0000006282
mn0000018549,ma0000006291
mn0000018549,ma0000004272
mn0000018549,ma0000005113
mn0000018549,ma0000004252
mn0000238440,ma0000006299
mn0000238440,ma0000006335
mn0000238440,ma0000006313
mn0002129297,ma0000005045
mn0002129297,ma0000005097
mn0002129297,ma0000005096
mn0002129297,ma0000005065
mn0002129297,ma0000005093
mn0002129297,ma0000005085
mn0000270064,ma0000006328
mn0001000557,ma0000006322
mn0001000557,ma0000005070
mn0000169690,ma0000004252
mn0000169690,ma0000006291
mn0000169690,ma0000006321
mn0000169690,ma0000004272
mn0000169690,ma0000004281
mn0000169690,ma0000006308
mn0000934174,ma0000005625
mn0000934174,ma0000004276
mn0000934174,ma0000005042
mn0000934174,ma0000005051
mn0000934174,ma0000005057
mn0000934174,ma0000006311
mn0000934174,ma0000004246
mn0000934174,ma0000005076
mn0000934174,ma0000004272
mn0000934174,ma0000004281
mn0000561590,ma0000004280
mn0000561590,ma0000006298
mn0000561590,ma0000006317
mn0000561590,ma0000006316
mn0000793365,ma0000006314
mn0000809396,ma0000006327
mn0000809396,ma0000005042
mn0000809396,ma0000006314
mn0000809396,ma0000006310
mn0000055496,ma0000005579
mn0000055496,ma0000006297
mn0000055496,ma0000006318
mn0000055496,ma0000006316
mn0000148750,ma0000006297
mn0000148750,ma0000005579
mn0000148750,ma0000005082
mn0000148750,ma0000006330
mn0000393539,ma0000006318
mn0000393539,ma0000006316
mn0000393539,ma0000004245
mn0000573049,ma0000006327
mn0000573049,ma0000005076
mn0000573049,ma0000006310
mn0000573049,ma0000005096
mn0000146084,ma0000006297
mn0000146084,ma0000004272
mn0000146084,ma0000004281
mn0000376204,ma0000006311
mn0000376204,ma0000004246
mn0000376204,ma0000005086
mn0000376204,ma0000005097
mn0000376204,ma0000006302
mn0000376204,ma0000005100
mn0000376204,ma0000005579
mn0000376204,ma0000004276
mn0000376204,ma0000004248
mn0000376204,ma0000006312
mn0000232869,ma0000004281
mn0000232869,ma0000006299
mn0000232869,ma0000006297
mn0000232869,ma0000006308
mn0000232869,ma0000006292
mn0000232869,ma0000006321
mn0000232869,ma0000006312
mn0000232869,ma0000004276
mn0000232869,ma0000006326
mn0002342677,ma0000004252
mn0002342677,ma0000006297
mn0002342677,ma0000006316
mn0002342677,ma0000006311
mn0002342677,ma0000006321
mn0002342677,ma0000006318
mn0002342677,ma0000004248
mn0000017684,ma0000004251
mn0000017684,ma0000005076
mn0000017684,ma0000005097
mn0000017684,ma0000006327
mn0000017684,ma0000006270
mn0000017684,ma0000005100
mn0000017684,ma0000004264
mn0000017684,ma0000006317
mn0001574352,ma0000005051
mn0001574352,ma0000005097
mn0001574352,ma0000005076
mn0001574352,ma0000013569
mn0001574352,ma0000005047
mn0000793845,ma0000006308
mn0000793845,ma0000004272
mn0000791483,ma0000006316
mn0000791483,ma0000006328
mn0000791483,ma0000006291
mn0000791483,ma0000006297
mn0000791483,ma0000006287
mn0000791483,ma0000004251
mn0000791483,ma0000006311
mn0000791483,ma0000006318
mn0000791483,ma0000006335
mn0001361529,ma0000006316
mn0001361529,ma0000005086
mn0001361529,ma0000006310
mn0001361529,ma0000006320
mn0001361529,ma0000006313
mn0000279676,ma0000006291
mn0000279676,ma0000006297
mn0000279676,ma0000006308
mn0000891911,ma0000006312
mn0000891911,ma0000004276
mn0000891911,ma0000005076
mn0000891911,ma0000005625
mn0000891911,ma0000006319
mn0000264557,ma0000006318
mn0000264557,ma0000006321
mn0000264557,ma0000006316
mn0000781819,ma0000006291
mn0000781819,ma0000006297
mn0000536329,ma0000006321
mn0000536329,ma0000004248
mn0000536329,ma0000006318
mn0000536329,ma0000006316
mn0000777487,ma0000006318
mn0000777487,ma0000006321
mn0000777487,ma0000006301
mn0000738182,ma0000006299
mn0000738182,ma0000006318
mn0000738182,ma0000006321
mn0000738182,ma0000006316
mn0000738182,ma0000006314
mn0000738182,ma0000006310
mn0000834141,ma0000006330
mn0000834141,ma0000004252
mn0000834141,ma0000006287
mn0000834141,ma0000006296
mn0000066915,ma0000004245
mn0000066915,ma0000004248
mn0000066915,ma0000006302
mn0000066915,ma0000004251
mn0000066915,ma0000006311
mn0000066915,ma0000006300
mn0000066915,ma0000006318
mn0000066915,ma0000005073
mn0000066915,ma0000006321
mn0000066915,ma0000005065
mn0000066915,ma0000006316
mn0000066915,ma0000004274
mn0000066915,ma0000005079
mn0000066915,ma0000006287
mn0000066915,ma0000006326
mn0000066915,ma0000006335
mn0000066915,ma0000006325
mn0000066915,ma0000005093
mn0000108679,ma0000006318
mn0000108679,ma0000006316
mn0000108679,ma0000004251
mn0000108679,ma0000006321
mn0000481077,ma0000005633
mn0000481077,ma0000006315
mn0000663298,ma0000006335
mn0000725474,ma0000006299
mn0000725474,ma0000006316
mn0000725474,ma0000004280
mn0000851473,ma0000006297
mn0000851473,ma0000006316
mn0000851473,ma0000006313
mn0000559687,ma0000006292
mn0000559687,ma0000006291
mn0000559687,ma0000006297
mn0000559687,ma0000006311
mn0000559687,ma0000005076
mn0000559687,ma0000006318
mn0000559687,ma0000006316
mn0000075008,ma0000006292
mn0000075008,ma0000006315
mn0000075008,ma0000004272
mn0000772733,ma0000005042
mn0000772733,ma0000006325
mn0000772733,ma0000006328
mn0000772733,ma0000005063
mn0000772733,ma0000006297
mn0000772733,ma0000006321
mn0000772733,ma0000006314
mn0000772733,ma0000005079
mn0000772733,ma0000006304
mn0000772733,ma0000006287
mn0000772733,ma0000004281
mn0000772733,ma0000006324
mn0000772733,ma0000006320
mn0000772733,ma0000005076
mn0000772733,ma0000005099
mn0000772733,ma0000005096
mn0000772733,ma0000006310
mn0000160690,ma0000006325
mn0000160690,ma0000006292
mn0000160690,ma0000005076
mn0000160690,ma0000005100
mn0000160690,ma0000005057
mn0000160690,ma0000004272
mn0000160690,ma0000006315
mn0000160690,ma0000005579
mn0000920638,ma0000006335
mn0000920638,ma0000006322
mn0000290502,ma0000005031
mn0000290502,ma0000006328
mn0000290502,ma0000006269
mn0000290502,ma0000005097
mn0000290502,ma0000005113
mn0000290502,ma0000005118
mn0000290502,ma0000005032
mn0000290502,ma0000006295
mn0000290502,ma0000006291
mn0000290502,ma0000005085
mn0000290502,ma0000006287
mn0000290502,ma0000006308
mn0000290502,ma0000004248
mn0000290502,ma0000005073
mn0000290502,ma0000004272
mn0000290502,ma0000013591
mn0000859509,ma0000006297
mn0000859509,ma0000006313
mn0000859509,ma0000005031
mn0000859509,ma0000005032
mn0000859509,ma0000006269
mn0000859509,ma0000006295
mn0000859509,ma0000005602
mn0000859509,ma0000006276
mn0000859509,ma0000005095
mn0000859509,ma0000005096
mn0000859509,ma0000006278
mn0000406187,ma0000006328
mn0000406187,ma0000006291
mn0000406187,ma0000006323
mn0000492670,ma0000005093
mn0000492670,ma0000006299
mn0000492670,ma0000006322
mn0000492670,ma0000006315
mn0000575401,ma0000006288
mn0000575401,ma0000004281
mn0000575401,ma0000006310
mn0000743968,ma0000006327
mn0000743968,ma0000005051
mn0000743968,ma0000006282
mn0000743968,ma0000006314
mn0000743968,ma0000004281
mn0000743968,ma0000006312
mn0000798169,ma0000006321
mn0000798169,ma0000006332
mn0000798169,ma0000004272
mn0000798169,ma0000006308
mn0000798169,ma0000005633
mn0000798169,ma0000006322
mn0001003186,ma0000006299
mn0001003186,ma0000006333
mn0002036451,ma0000006315
mn0002036451,ma0000006294
mn0002036451,ma0000006292
mn0002036451,ma0000006291
mn0002036451,ma0000004272
mn0000158173,ma0000006327
mn0000158173,ma0000005579
mn0000158173,ma0000005076
mn0000158173,ma0000006318
mn0000158173,ma0000005065
mn0000158173,ma0000006315
mn0000158173,ma0000005096
mn0000158173,ma0000006316
mn0000158173,ma0000005079
mn0000101326,ma0000006297
mn0000101326,ma0000006321
mn0000101326,ma0000006332
mn0002101421,ma0000006328
mn0002101421,ma0000005579
mn0000843574,ma0000006329
mn0000843574,ma0000006330
mn0000843574,ma0000006325
mn0000843574,ma0000006314
mn0000258465,ma0000006325
mn0000258465,ma0000006299
mn0000258465,ma0000006316
mn0000258465,ma0000006314
mn0000258465,ma0000006310
mn0000258465,ma0000004281
mn0000024883,ma0000005063
mn0000024883,ma0000006297
mn0000024883,ma0000006333
mn0000129201,ma0000006318
mn0000129201,ma0000006321
mn0000129201,ma0000006299
mn0000129201,ma0000006316
mn0000527010,ma0000005076
mn0000527010,ma0000004272
mn0000527010,ma0000005079
mn0000527010,ma0000006304
mn0000150444,ma0000004272
mn0000150444,ma0000006320
mn0000150444,ma0000005633
mn0000322027,ma0000006325
mn0000322027,ma0000006334
mn0000322027,ma0000006306
mn0000322027,ma0000006298
mn0000919623,ma0000006297
mn0000919623,ma0000005063
mn0000674150,ma0000005579
mn0000674150,ma0000006316
mn0000674150,ma0000006310
mn0000674150,ma0000004251
mn0000674150,ma0000013562
mn0000674150,ma0000005076
mn0000674150,ma0000006314
mn0000674150,ma0000006318
mn0000674150,ma0000006312
mn0000674150,ma0000006319
mn0000935130,ma0000005116
mn0000935130,ma0000006297
mn0000935130,ma0000006318
mn0000935130,ma0000005096
mn0000935130,ma0000006296
mn0000935130,ma0000006335
mn0000935130,ma0000006319
mn0000935130,ma0000006320
mn0000488565,ma0000006291
mn0000488565,ma0000006318
mn0000893493,ma0000006299
mn0000893493,ma0000004281
mn0000893493,ma0000004272
mn0000893493,ma0000006318
mn0000893493,ma0000006321
mn0000206465,ma0000004248
mn0000206465,ma0000006285
mn0000206465,ma0000006311
mn0000206465,ma0000005073
mn0000206465,ma0000005065
mn0000206465,ma0000004274
mn0000206465,ma0000005070
mn0000579709,ma0000006294
mn0000579709,ma0000004281
mn0000579709,ma0000006297
mn0000579709,ma0000006329
mn0000794244,ma0000006329
mn0000794244,ma0000006288
mn0000794244,ma0000006321
mn0000794244,ma0000006312
mn0000016186,ma0000006327
mn0000016186,ma0000006318
mn0000016186,ma0000006312
mn0000334770,ma0000006329
mn0000334770,ma0000006299
mn0000334770,ma0000006314
mn0000334770,ma0000006310
mn0000334770,ma0000006288
mn0000334770,ma0000005096
mn0000334770,ma0000006319
mn0000334770,ma0000004245
mn0000334770,ma0000006318
mn0000334770,ma0000006321
mn0000334770,ma0000005079
mn0000334770,ma0000006312
mn0000334770,ma0000006313
mn0000429259,ma0000006291
mn0000429259,ma0000004252
mn0000429259,ma0000006276
mn0000429259,ma0000005057
mn0000429259,ma0000005099
mn0000429259,ma0000005086
mn0000742236,ma0000006269
mn0000742236,ma0000005057
mn0000742236,ma0000005063
mn0000742236,ma0000004272
mn0000742236,ma0000005112
mn0000742236,ma0000005031
mn0000742236,ma0000006318
mn0000870809,ma0000006324
mn0000870809,ma0000006325
mn0000870809,ma0000005579
mn0000870809,ma0000006310
mn0000870809,ma0000006318
mn0000870809,ma0000006316
mn0000724598,ma0000005633
mn0000724598,ma0000006299
mn0000724598,ma0000006315
mn0000783221,ma0000006315
mn0000783221,ma0000005057
mn0000783221,ma0000005042
mn0000957296,ma0000005063
mn0000957296,ma0000006315
mn0000957296,ma0000005658
mn0000957296,ma0000005579
mn0000957296,ma0000006321
mn0000957296,ma0000005082
mn0000957296,ma0000006324
mn0000957296,ma0000006328
mn0000957296,ma0000006296
mn0000957296,ma0000006299
mn0000957296,ma0000006318
mn0000957296,ma0000006314
mn0000957296,ma0000005100
mn0000589857,ma0000006297
mn0000589857,ma0000006299
