from_id,to_id
mn0000066915,mn0000345427
mn0000066915,mn0000038936
mn0000066915,mn0000011707
mn0000066915,mn0000034249
mn0000066915,mn0000752673
mn0000066915,mn0002006721
mn0000066915,mn0000052900
mn0000066915,mn0000016281
mn0000066915,mn0000219203
mn0000066915,mn0000172138
mn0000066915,mn0000174838
mn0000066915,mn0000858375
mn0000066915,mn0000551762
mn0000066915,mn0000751117
mn0000066915,mn0000045168
mn0000066915,mn0002146037
mn0000066915,mn0000336783
mn0000066915,mn0002598627
mn0000108679,mn0000765302
mn0000108679,mn0000199917
mn0000108679,mn0000094792
mn0000108679,mn0000120010
mn0000108679,mn0000884449
mn0000108679,mn0000038321
mn0000108679,mn0000450991
mn0000420967,mn0000200775
mn0000772733,mn0000101946
mn0000772733,mn0000605965
mn0000772733,mn0000135829
mn0000772733,mn0000674262
mn0000772733,mn0000033161
mn0000772733,mn0000046429
mn0000772733,mn0000038490
mn0000772733,mn0000047421
mn0000772733,mn0000041899
mn0000772733,mn0000684830
mn0000160690,mn0000210991
mn0000160690,mn0000476744
mn0000160690,mn0000578999
mn0000160690,mn0000933898
mn0000160690,mn0000608945
mn0000160690,mn0000490738
mn0000160690,mn0000008828
mn0000290502,mn0000158018
mn0000290502,mn0000181719
mn0000290502,mn0000822910
mn0000290502,mn0002376287
mn0000290502,mn0000924306
mn0000492670,mn0000167498
mn0000743968,mn0000041462
mn0000743968,mn0000815837
mn0000743968,mn0000288985
mn0000206465,mn0000791734
mn0000206465,mn0000479149
mn0000206465,mn0000671204
mn0000016186,mn0000733717
mn0000334770,mn0000536122
mn0000334770,mn0000957296
mn0000334770,mn0000804559
mn0000334770,mn0000245760
mn0000870809,mn0000628033
mn0000870809,mn0000991698
mn0000870809,mn0000090174
mn0000870809,mn0000286846
mn0000870809,mn0000864266
mn0000870809,mn0000701790
mn0000870809,mn0000775295
mn0000870809,mn0000713448
mn0000870809,mn0000257233
mn0000957296,mn0000288985
mn0000957296,mn0000608135
mn0000957296,mn0000148978
mn0000957296,mn0000171220
mn0000957296,mn0000171015
mn0000957296,mn0000743968
mn0000957296,mn0000387580
mn0000957296,mn0002366358
mn0000096044,mn0000716469
mn0000812046,mn0000675710
mn0000812046,mn0000013387
mn0000812046,mn0000232435
mn0000812046,mn0000837215
mn0000812046,mn0000290816
mn0000812046,mn0000640419
mn0000812046,mn0000261623
mn0000796661,mn0000083095
mn0000796661,mn0000576839
mn0000097173,mn0000861252
mn0000097173,mn0000186185
mn0000097173,mn0000099246
mn0000097173,mn0000345355
mn0000097173,mn0000161808
mn0000237517,mn0000944293
mn0000237517,mn0002048402
mn0000237517,mn0000987491
mn0000237517,mn0000126782
mn0000237517,mn0000463435
mn0000237517,mn0000397880
mn0000237517,mn0000410916
mn0000237517,mn0000600640
mn0000001098,mn0000790797
mn0000001098,mn0000007920
mn0000001098,mn0000639056
mn0000001098,mn0000543595
mn0000001098,mn0000232598
mn0000001098,mn0000813946
mn0000001098,mn0000988529
mn0000001098,mn0000495455
mn0000001098,mn0000868616
mn0000001098,mn0000376422
mn0000001098,mn0000028002
mn0000001098,mn0000626939
mn0000001098,mn0000626463
mn0000150629,mn0000585249
mn0000150629,mn0000215997
mn0000150629,mn0000771703
mn0000150629,mn0000186594
mn0000150629,mn0000121590
mn0000150629,mn0000240665
mn0000150629,mn0000793108
mn0000150629,mn0000193594
mn0000150629,mn0000651107
mn0000150629,mn0000345708
mn0000150629,mn0000174822
mn0000788362,mn0000097092
mn0000788362,mn0000923705
mn0000788362,mn0000019419
mn0000394288,mn0000884057
mn0000394288,mn0000661525
mn0000394288,mn0000756318
mn0000394288,mn0000750970
mn0000294923,mn0000501081
mn0000294923,mn0000137474
mn0000294923,mn0000210512
mn0000294923,mn0000858375
mn0000294923,mn0000147635
mn0000294923,mn0000051909
mn0000294923,mn0000101522
mn0000294923,mn0000306296
mn0000294923,mn0000013387
mn0000294923,mn0001044258
mn0000294923,mn0000186185
mn0000958839,mn0000260212
mn0000958839,mn0000058144
mn0000741718,mn0000091983
mn0000741718,mn0000182415
mn0000741718,mn0000200074
mn0000295976,mn0000769638
mn0000232564,mn0000058386
mn0000232564,mn0000214593
mn0000232564,mn0000058549
mn0000232564,mn0000740289
mn0000232564,mn0000988516
mn0000232564,mn0000545726
mn0000232564,mn0000808871
mn0000232564,mn0000221059
mn0000232564,mn0000232435
mn0000232564,mn0000200074
mn0000232564,mn0000286355
mn0000232564,mn0000408696
mn0000232564,mn0000393345
mn0000232564,mn0000029791
mn0000232564,mn0000350370
mn0000232564,mn0000346684
mn0000227988,mn0000758402
mn0000227988,mn0000635466
mn0000227988,mn0001028746
mn0000227988,mn0000804431
mn0000227988,mn0000157676
mn0000227988,mn0000112789
mn0000227988,mn0000290502
mn0000227988,mn0000289599
mn0000227988,mn0000036641
mn0000048594,mn0000019572
mn0000048594,mn0000814398
mn0000048594,mn0000771388
mn0000048594,mn0000283289
mn0000048594,mn0000096576
mn0000048594,mn0000923675
mn0000238375,mn0000956232
mn0000238375,mn0000515389
mn0000238375,mn0000949820
mn0000584041,mn0000305641
mn0000082742,mn0000820652
mn0000082742,mn0000365610
mn0000082742,mn0000372322
mn0000082742,mn0000808336
mn0000082742,mn0000031969
mn0000038579,mn0000058144
mn0000038579,mn0000093417
mn0000038579,mn0000823671
mn0000038579,mn0000178051
mn0000038579,mn0000450014
mn0000038579,mn0000497290
mn0000038579,mn0000260212
mn0000038579,mn0000056358
mn0000121234,mn0000238375
mn0000926604,mn0000058144
mn0000926604,mn0000493848
mn0000926604,mn0000661525
mn0000926604,mn0000081493
mn0000926604,mn0000402976
mn0000926604,mn0000937003
mn0000926604,mn0000351733
mn0000926604,mn0000750970
mn0000926604,mn0000005251
mn0000926604,mn0000034988
mn0000926604,mn0000674119
mn0000838659,mn0000536630
mn0000838659,mn0000503947
mn0000838659,mn0000913535
mn0000838659,mn0000634125
mn0000838659,mn0000873824
mn0000924191,mn0000811523
mn0000924191,mn0000896216
mn0000924191,mn0000818702
mn0000924191,mn0000131038
mn0000125822,mn0000766533
mn0000125822,mn0000545534
mn0000125822,mn0000741177
mn0000125822,mn0000789779
mn0000125822,mn0000855377
mn0000125822,mn0000465562
mn0000125822,mn0000005441
mn0000125822,mn0000741746
mn0000788937,mn0000108124
mn0000788937,mn0000164053
mn0000788937,mn0000546738
mn0000201983,mn0000529050
mn0000201983,mn0000457487
mn0000201983,mn0000866215
mn0000201983,mn0000692974
mn0000545534,mn0000671204
mn0000018786,mn0000778868
mn0000018786,mn0000181703
mn0000221844,mn0000120010
mn0000221844,mn0000221059
mn0000221844,mn0000285232
mn0000597309,mn0000585249
mn0000597309,mn0000044776
mn0000597309,mn0000761179
mn0000597309,mn0000770809
mn0000597309,mn0000206241
mn0000597309,mn0000208774
mn0000597309,mn0000524522
mn0000597309,mn0000085397
mn0000597309,mn0000232869
mn0000597309,mn0000262255
mn0000597309,mn0000279337
mn0000597309,mn0000747820
mn0000597309,mn0000810166
mn0000597309,mn0000959399
mn0000206973,mn0000124492
mn0000206973,mn0000075609
mn0000206973,mn0000217641
mn0000206973,mn0000589971
mn0000116388,mn0000094752
mn0000116388,mn0000038469
mn0000116388,mn0000772127
mn0000116388,mn0000413000
mn0000116388,mn0000193847
mn0000116388,mn0000138112
mn0000116388,mn0000799198
mn0000116388,mn0000373634
mn0000116388,mn0000856785
mn0000116388,mn0000358408
mn0000116388,mn0000840561
mn0000116388,mn0000748713
mn0000116388,mn0001052511
mn0000060855,mn0000084777
mn0000060855,mn0000126731
mn0000060855,mn0000588918
mn0000069153,mn0000927736
mn0000069153,mn0000046794
mn0000069153,mn0000103484
mn0000069153,mn0000294923
mn0000069153,mn0000307875
mn0000069153,mn0000747627
mn0000069153,mn0000686897
mn0000069153,mn0000236287
mn0000069153,mn0000409670
mn0000069153,mn0000811622
mn0000069153,mn0000858375
mn0000069153,mn0000108774
mn0000069153,mn0000159699
mn0000069153,mn0000855356
mn0000069153,mn0000306296
mn0000020319,mn0000500612
mn0000020319,mn0000610880
mn0000020319,mn0000616664
mn0000020319,mn0000816900
mn0000020319,mn0000817315
mn0000646590,mn0000224312
mn0000646590,mn0000120489
mn0000646590,mn0000661795
mn0000646590,mn0000192537
mn0000646590,mn0000111898
mn0000646590,mn0000121012
mn0000646590,mn0000084458
mn0000169568,mn0002197673
mn0000030431,mn0000771388
mn0000030431,mn0000060250
mn0000030431,mn0000803003
mn0000030431,mn0000227650
mn0000030431,mn0000169099
mn0000030431,mn0000841929
mn0000030431,mn0002395521
mn0000030431,mn0000476562
mn0000030431,mn0000576315
mn0000620495,mn0000762885
mn0000620495,mn0000805177
mn0000620495,mn0000784535
mn0000620495,mn0000412779
mn0000620495,mn0000681154
mn0000359326,mn0000897382
mn0000359326,mn0000508087
mn0000359326,mn0000057248
mn0000359326,mn0000110011
mn0000359326,mn0000112789
mn0000359326,mn0000290502
mn0000359326,mn0000289599
mn0000359326,mn0000000441
mn0000359326,mn0000855232
mn0000359326,mn0000749087
mn0000292019,mn0000587631
mn0000292019,mn0000925188
mn0000292019,mn0000569143
mn0000243008,mn0000722133
mn0000243008,mn0000170879
mn0000243008,mn0000852688
mn0000243008,mn0000860080
mn0000243008,mn0000390743
mn0000243008,mn0000350139
mn0000243008,mn0000766078
mn0000243008,mn0000758402
mn0000243008,mn0000574102
mn0000243008,mn0000665908
mn0000243008,mn0000548397
mn0000243008,mn0000480956
mn0000243008,mn0000400815
mn0000243008,mn0000329232
mn0000243008,mn0000305363
mn0000243008,mn0000049062
mn0000243008,mn0000158656
mn0000243008,mn0000753706
mn0000243008,mn0000517607
mn0000243008,mn0002035435
mn0000243008,mn0000993302
mn0000243008,mn0000595768
mn0000243008,mn0000886961
mn0000243008,mn0000281225
mn0000243008,mn0000918140
mn0000243008,mn0000585574
mn0000243008,mn0000254411
mn0000243008,mn0000320670
mn0000243008,mn0000806168
mn0000243008,mn0001793283
mn0000243008,mn0000780102
mn0000243008,mn0001011840
mn0000922911,mn0000771388
mn0000922911,mn0000207290
mn0000922911,mn0000660053
mn0000922911,mn0000217641
mn0000922911,mn0000520583
mn0000922911,mn0000008549
mn0000126782,mn0000279315
mn0000126782,mn0000217641
mn0000126782,mn0000520583
mn0000126782,mn0000460390
mn0000126782,mn0000003180
mn0000126782,mn0000784678
mn0000808201,mn0000116178
mn0000808201,mn0000139741
mn0000808201,mn0000874289
mn0000808201,mn0000260212
mn0000808201,mn0000176332
mn0000808201,mn0000836394
mn0000808201,mn0000008828
mn0000808201,mn0000246960
mn0000576315,mn0000936628
mn0000576315,mn0000419197
mn0000576315,mn0000508344
mn0000263937,mn0000619388
mn0000263937,mn0000093565
mn0000263937,mn0000230845
mn0000263937,mn0000164504
mn0000263937,mn0000803544
mn0000263937,mn0000160975
mn0000263937,mn0000957340
mn0000263937,mn0000500992
mn0000263937,mn0000859868
mn0000263937,mn0000340152
mn0000263937,mn0000020812
mn0000263937,mn0000017021
mn0000239329,mn0000770540
mn0000239329,mn0000185956
mn0000239329,mn0000309982
mn0000239329,mn0000070231
mn0000239329,mn0000301698
mn0000239329,mn0000674119
mn0000239329,mn0000686138
mn0000406733,mn0000199345
mn0000406733,mn0000663934
mn0000406733,mn0000199954
mn0000406733,mn0000827923
mn0000406733,mn0000239329
mn0000406733,mn0000785773
mn0000406733,mn0000377581
mn0000761179,mn0000996096
mn0000761179,mn0000058438
mn0000000441,mn0000312657
mn0000000441,mn0000091549
mn0000745915,mn0000018977
mn0000745915,mn0000885569
mn0000745915,mn0000186390
mn0000745915,mn0000102985
mn0000745915,mn0000122568
mn0000745915,mn0000775323
mn0000745915,mn0000948061
mn0000745915,mn0000275335
mn0000745915,mn0000235923
mn0000745915,mn0000318085
mn0000745915,mn0000519637
mn0000745915,mn0000755474
mn0000031067,mn0000131627
mn0000031067,mn0000144458
mn0000031067,mn0000584923
mn0000031067,mn0000058549
mn0000031067,mn0000033161
mn0000031067,mn0000423267
mn0000031067,mn0000003981
mn0000031067,mn0000045313
mn0000031067,mn0000622805
mn0000031067,mn0000894465
mn0000031067,mn0000612716
mn0000031067,mn0000307461
mn0000094224,mn0000033161
mn0000094224,mn0000627026
mn0000094224,mn0000008125
mn0000094224,mn0000049229
mn0000094224,mn0000758943
mn0000094224,mn0000078044
mn0000094224,mn0000774807
mn0000094224,mn0000182900
mn0000094224,mn0000302685
mn0000094224,mn0000029909
mn0000094224,mn0000195237
mn0000094224,mn0000035697
mn0000410010,mn0000255051
mn0000806542,mn0000096613
mn0000806542,mn0000627026
mn0000806542,mn0000825316
mn0000806542,mn0000078044
mn0000806542,mn0000594665
mn0000806542,mn0000177060
mn0000806542,mn0000043520
mn0000806542,mn0000316250
mn0000806542,mn0000049229
mn0000806542,mn0000118289
mn0000806542,mn0000293896
mn0000806542,mn0000026803
mn0000806542,mn0000676415
mn0000234488,mn0000745071
mn0000234488,mn0000151290
mn0000234488,mn0000050845
mn0000234488,mn0000202644
mn0000234488,mn0000272528
mn0000234488,mn0000472735
mn0000234488,mn0000286662
mn0000234488,mn0000130855
mn0000749504,mn0000228299
mn0000749504,mn0000775212
mn0000749504,mn0000450694
mn0000749504,mn0000245039
mn0000569402,mn0000564333
mn0000569402,mn0000758444
mn0000569402,mn0000180029
mn0000569402,mn0000172582
mn0000569402,mn0000043548
mn0000569402,mn0000621944
mn0000569402,mn0000061041
mn0000569402,mn0000803513
mn0000569402,mn0000079044
mn0000569402,mn0000511257
mn0000355412,mn0001532591
mn0000355412,mn0000762097
mn0000355412,mn0000775877
mn0000355412,mn0000459860
mn0000355412,mn0000932328
mn0000355412,mn0000621281
mn0000355412,mn0000328201
mn0000355412,mn0000775694
mn0000355412,mn0000670226
mn0000355412,mn0000320670
mn0000355412,mn0000681154
mn0000673360,mn0000837592
mn0000673360,mn0000857203
mn0000673360,mn0000256349
mn0000673360,mn0000345734
mn0000154533,mn0000102050
mn0000154533,mn0000083554
mn0000154533,mn0000066915
mn0000154533,mn0000536754
mn0000154533,mn0000196969
mn0000154533,mn0000233136
mn0000154533,mn0000084258
mn0000154533,mn0000236287
mn0000154533,mn0000359016
mn0000154533,mn0000075591
mn0000154533,mn0000143494
mn0000154533,mn0000489876
mn0000154533,mn0000516706
mn0000216468,mn0000879144
mn0000216468,mn0000952786
mn0000216468,mn0000696668
mn0000081017,mn0000778865
mn0000081017,mn0000528675
mn0000081017,mn0000359555
mn0000081017,mn0000013101
mn0000026952,mn0000939871
mn0000026952,mn0000690718
mn0000480086,mn0000202579
mn0000480086,mn0001772438
mn0000480086,mn0000158656
mn0000480086,mn0000419102
mn0000480086,mn0000589767
mn0000636394,mn0000501860
mn0000636394,mn0000205838
mn0000636394,mn0000170879
mn0000636394,mn0000520545
mn0000636394,mn0000329232
mn0000636394,mn0000175992
mn0000636394,mn0000753706
mn0000137084,mn0000761179
mn0000137084,mn0000108124
mn0000137084,mn0000566438
mn0000137084,mn0000546214
mn0000137084,mn0000317865
mn0000137084,mn0000085397
mn0000137084,mn0000247824
mn0000137084,mn0000376204
mn0000137084,mn0000861687
mn0000137084,mn0000319347
mn0000137084,mn0000792839
mn0000137084,mn0000008828
mn0000039661,mn0000066915
mn0000039661,mn0000211627
mn0000039661,mn0000019339
mn0000182900,mn0000215296
mn0000182900,mn0000501081
mn0000182900,mn0000758453
mn0000182900,mn0002124046
mn0000182900,mn0000680257
mn0000182900,mn0000013387
mn0000182900,mn0000075591
mn0000182900,mn0000746302
mn0000182900,mn0001014395
mn0000182900,mn0000383889
mn0000182900,mn0000153915
mn0000182900,mn0000026825
mn0000182900,mn0000296802
mn0000182900,mn0000936095
mn0000182900,mn0000784814
mn0000150062,mn0000354105
mn0000762652,mn0000214173
mn0000762652,mn0000175775
mn0000762652,mn0000781592
mn0000762652,mn0000519020
mn0000762652,mn0000574057
mn0000762652,mn0000681340
mn0000222927,mn0000201668
mn0000222927,mn0000740833
mn0000222927,mn0000520583
mn0000222927,mn0000886459
mn0000222927,mn0000461698
mn0000222927,mn0000027104
mn0000222927,mn0000092507
mn0000222927,mn0000763747
mn0000222927,mn0000246169
mn0000674263,mn0000124492
mn0000674263,mn0000620056
mn0000674263,mn0000718155
mn0000674263,mn0000246032
mn0000674263,mn0000107556
mn0000674263,mn0000217641
mn0000674263,mn0002146541
mn0000674263,mn0000357406
mn0000674263,mn0000580300
mn0000674263,mn0000589971
mn0000010458,mn0000627026
mn0000010458,mn0000952786
mn0000010458,mn0000546214
mn0000010458,mn0000286572
mn0000010458,mn0000980501
mn0000010458,mn0000086927
mn0000010458,mn0000776093
mn0000010458,mn0000562850
mn0000010458,mn0001878899
mn0000010458,mn0000079474
mn0000118189,mn0000861252
mn0000118189,mn0000503242
mn0000118189,mn0000868174
mn0000753742,mn0000994823
mn0000753742,mn0001596642
mn0000753742,mn0002146541
mn0000753742,mn0000551762
mn0000753742,mn0000374126
mn0000266002,mn0000361014
mn0000266002,mn0000388835
mn0000266002,mn0000794301
mn0000266002,mn0000955793
mn0000266002,mn0000237773
mn0000266002,mn0001064893
mn0000165830,mn0000175775
mn0000165830,mn0000836313
mn0000165830,mn0000938487
mn0000165830,mn0000264350
mn0000165830,mn0000020740
mn0000165830,mn0000251925
mn0000308645,mn0000758444
mn0000308645,mn0000797431
mn0000308645,mn0000159485
mn0000308645,mn0000227697
mn0000308645,mn0000755162
mn0000308645,mn0000056358
mn0000308645,mn0000600640
mn0000519637,mn0000885569
mn0000519637,mn0000053221
mn0000519637,mn0000121593
mn0000519637,mn0000003669
mn0000296750,mn0000927416
mn0000296750,mn0000956059
mn0000296750,mn0000651257
mn0000296750,mn0000664770
mn0000296750,mn0001011323
mn0000376422,mn0000086250
mn0000376422,mn0000325357
mn0000745209,mn0000051828
mn0000324646,mn0000325357
mn0000324646,mn0000896216
mn0000324646,mn0000459860
mn0000324646,mn0000172582
mn0000324646,mn0000932328
mn0000324646,mn0000227697
