artist_am-id,track_mb-id
mn0000008154,c1eaceeb-3d1c-4e96-972e-5409522bc084
mn0000200580,6dd2dd4e-ae76-4fd4-acee-8fb87d97468b
mn0000011238,8a25feea-6e7a-4b58-b7ae-4cc4f18c38f0
mn0000139804,2aab10ef-8dee-4be1-af7a-6e1c48f7cb1d
mn0000811897,4866145c-dd43-49bb-8671-41f00b274db5
mn0000577149,59ac9b47-fba9-4f87-b642-9dbc481c143a
mn0001747431,4d1e2db4-a972-4f47-893f-9acb9dea3052
mn0000210288,7e7c395e-62f7-4bfc-a6d6-00161544d800
mn0000841881,e416fc3b-413f-4728-bce7-0e484ae756e2
mn0001004526,b876bf8f-a630-4e62-bb1c-374ebb64cffb
mn0000007968,11794f28-4976-4879-bd1d-96dee16c848a
mn0000323641,3139a819-1e72-4f15-b230-a9b19392327c
mn0000301746,91ab6b9a-8770-433e-8e80-282112a81561
mn0000197910,c7ef6f2e-2064-40e4-9802-405c3e5e7c26
mn0000767510,53ccea4c-e853-422e-9310-0a0f2b7cf2ae
mn0000911827,b52c11e5-39a7-4868-8ba8-c2e58d62b916
mn0000525799,f6b5438b-5e76-4413-b138-03ef30071346
mn0000321944,f91efbfd-2fa7-4501-b70b-19398d8685b9
mn0000471711,ea7fd989-d151-41c5-89cd-2728d303f341
mn0000347933,cda41156-a576-45a2-9dbb-670e4f4741ba
mn0000232087,797ac155-cb23-4fde-a6d2-011a02ffefb8
mn0000919812,e39e2a63-b421-4853-82c5-49aec5a9458f
mn0000241650,18adf210-adb3-4080-947b-5c885c2606b7
mn0000564726,78e00040-d869-4759-992d-7c7b794f82fa
mn0000953472,04cf0c18-38ea-48fa-a24b-ecee800f34da
mn0000020729,a4abf73b-4c87-43a5-80fc-819a32c876ff
mn0000265714,17632055-49ee-4ac5-9c90-38615cde028d
mn0000018549,5db73a73-a0ed-47c6-ac08-ef9cab3fdb2f
mn0000238440,983c0230-454c-4daa-b64d-5a34e39ebcff
mn0002129297,aa48465f-e965-4dad-80ca-b5cb2b99d1a0
mn0000270064,91860284-4f35-46eb-b2a8-ed7ab6f15b03
mn0000185888,39928605-66a4-4599-8018-2b09d36b36f0
mn0001000557,730364db-8e0c-4453-abde-96a9bde44ed1
mn0000169690,f313b7ed-3b38-4b32-a698-8678fe6a41b1
mn0000934174,aeb9aaaa-a782-4c0d-b317-ff9f99ddbfe4
mn0000561590,8ea84181-f225-4484-bfe6-d904a0be626d
mn0000758919,e1a0e4f7-3741-420c-bdea-9d549db1f465
mn0001562141,296adf7a-0bb2-40d0-bc39-c9218249eb5c
mn0000360817,34564e7d-5c4f-46b5-809e-0195d22ae0d6
mn0000810225,98e02805-7e97-462a-89d4-1a54037ff5d3
mn0000793365,9beaf832-b683-4053-8e85-141bcc029545
mn0000809396,cfe6088c-0b94-4135-98ac-923d8cc19890
mn0000055496,c47fbf25-be27-448e-ac67-bec4cc93291e
mn0000148750,df4d1b92-0cbc-4f2b-9d7b-ad8bf458fe5d
mn0000573049,e083d1b2-ef16-462c-a8bd-36cd7bdc864c
mn0000146084,e3f8c81f-8222-4084-b73f-68cd021a1db1
mn0000376204,101d6868-c94f-4caf-a20f-02fb5fc1f14a
mn0000424302,77acd812-2f12-4b79-9d9d-41824a06a3b0
mn0000232869,303c29cb-078b-4712-ae43-c9f38c846551
mn0000094944,91c1a785-e8c0-4b0f-a468-94aef29a193d
mn0000933447,df1cf7de-da26-471c-be02-a4bebd310a5e
mn0000219824,c19c317c-8360-4f69-9b46-39230adf52ff
mn0002342677,417147e3-d077-4777-803e-e9d9fbd44d3e
mn0000017684,aa5b47ae-8f40-41fc-acd3-d65aaca2099d
mn0000769999,b3250277-5de1-49b3-a716-97af08ba30ed
mn0000478974,367b72dd-4640-44b4-9f95-c8718f5742fe
mn0000032866,4e00a129-d318-4149-a880-688715794a4a
mn0001754509,4cca21e4-4dff-4cae-befd-edb8ae07cf05
mn0001581652,90d7b87c-1376-47bc-b3fb-79b393e2ea36
mn0000793845,5dd3d3be-b041-404b-9f3b-3cd056c8241d
mn0000791483,ad574783-4e4f-4445-bd35-e64adbe6dcc5
mn0000279676,e87b71cd-4867-4c9b-9c82-c8abc197fdd9
mn0000891911,d044fab1-8dba-4821-a394-c0ed9af902b0
mn0000155142,f4e4c939-c20b-42cd-8302-76183f62defb
mn0000264557,d1187ebb-49fa-44c1-8b84-ab70a6562c09
mn0000546678,ffde817e-979e-40b8-8410-ec910a259f4d
mn0000781819,f542789f-5ed1-4722-8182-3e1d9733b750
mn0000186597,21533ae9-1161-4b41-bebd-8215bc82e105
mn0000536329,4a0c319e-d6cf-4fec-8782-771830f95ebe
mn0000165611,6731b541-8a0a-44e8-a482-5b6e03b474d7
mn0000777487,c0356e80-6390-4ee6-b716-e98e067d86b9
mn0000592239,60bc5e5c-d765-4b64-b69e-8b2ecffbcdb7
mn0000230185,74be65ef-07c4-4c89-96ef-191d639038ba
mn0000162718,c5a1f564-a237-4eb1-beaa-a7d626a1be70
mn0000738182,edf72ea2-7f01-468c-9a39-4aee8a39a439
mn0000626492,24d55d4f-bc4a-45b8-ae8a-194e2a769dce
mn0000834141,c7571a8c-a81a-4721-92a2-3a72c78a38e2
mn0000066915,c9adc119-2de2-48b1-9b60-05d564b85276
mn0000199194,2bc2575b-21fb-4904-b2d9-838c2825a7a5
mn0000108679,18f7cef8-cb55-4916-8336-96a91ab8c4a4
mn0000297213,c035aa32-8ee1-4dec-86a6-ea62c89b4775
mn0000481077,032b358f-8162-4d81-898f-dcb9408e9a8b
mn0000663298,0245cea8-7a9f-4794-bea7-71863fe03722
mn0001002669,acd975e7-871e-429c-bfa3-951e28e2a1bc
mn0000725474,bd921a19-e12f-4edb-a77c-789e17048c65
mn0000851473,cb32fd65-ae41-4033-8201-d3ae45f99b94
mn0000559687,31c8db9d-b547-4c97-96ca-01f2a92ecc92
mn0000860588,c008a88a-83b1-4b76-853b-31f8b174df02
mn0000137126,908358e3-1d85-4ddf-9bc7-884ad93de3f9
mn0000420967,ddf64c98-18d1-45b9-8d59-58f03678f0ff
mn0000320083,6d9fe59c-9470-4dd5-af2e-9c697be77ce3
mn0000439291,698095fc-258d-40bf-b752-87d2994d896d
mn0000189701,8da3f952-2904-4296-a4dd-d68ca6f3cc4d
mn0000075008,0de1122c-ca33-4576-a837-f479498d90c8
mn0000772733,27e3d373-8a95-4010-b9f8-3edca03a37b8
mn0000160690,413e9ccd-009f-4f55-a5d8-14842e4a3ed3
mn0000319945,48b479e9-b00f-41ed-b4dc-c7c43c1a53a0
mn0000166988,063bb818-d616-4243-979c-61caaf04858b
mn0000920638,74aba28f-7c0c-4ddb-8821-ed413ff3c564
mn0000290502,212ad0cf-fb0c-416d-9dcb-8c67f9717bdc
mn0000859509,8a8ffc5f-2345-4855-89ab-78dadf2723da
mn0000406187,ceb6ae88-784a-4854-80cd-292f423d9885
mn0000999579,f5fb157c-629a-4fbb-a788-2cfc5196afb2
mn0000492670,d65ccf48-215c-41ea-bc06-9de038155df2
mn0000899785,72b81dec-cce2-47c5-ab8c-f663bfe712e6
mn0000575401,72fd32e4-f3bd-4239-888c-1ebe365953e2
mn0000108089,31a969ec-5cb3-4497-acc7-208953f92907
mn0000743968,a52b2900-a7e3-4fd7-9d7a-c4b5ce966d40
mn0000174552,3479dcd4-7949-4c8e-8813-35fa53d7a99b
mn0000798169,a7965089-cd0d-4798-8999-882737f94367
mn0001003186,ab409657-1365-4a5a-a4ca-bc4757a3ef42
mn0002036451,ab855f1a-964e-4808-a28c-eef69a22f9df
mn0000158173,e5a31a61-c284-4fa9-85ac-ceb613162005
mn0000087162,f095aee3-b42b-48a1-b1a5-0c698b29f45e
mn0000101326,c1771b72-4a1b-43eb-a0f7-8774184db3cc
mn0000163128,e27ce57d-4c32-4eec-94bc-96730a5ed1a1
mn0000860222,94cc76e1-e819-4b68-8614-d4b39aeee083
mn0000324878,305ded4b-72da-4a63-88cf-35afb33bde5b
mn0002101421,a3e26743-10ec-4043-af2b-3e7c1a3d3c01
mn0001339281,cdd52a48-22a3-4ec0-97b3-5650822b921c
mn0000843574,83e4da62-b58a-482d-b376-806b3a285d36
mn0000258465,0f5158ff-332e-4f9a-a107-7b35115acb53
mn0000996973,a398f8fa-ec0a-4c15-a46d-557e1dc10504
mn0000829668,c469da6a-f591-4113-a067-72c459ea5bce
mn0000024883,408e0226-39fc-4d62-890f-f5450d699fde
mn0000129201,837785e7-c356-4787-bea1-425d35d0de2a
mn0000527010,bc677ed3-ff06-4ed3-877c-d1673d0192bb
mn0000322027,a02812f1-e0c0-4b23-9b4e-dc5ee9ef15d3
mn0000919623,bdd456df-859c-4104-a7dc-087db4ee7d8a
mn0000674150,8884cc53-0966-44b5-ad88-5e318d121b25
mn0000887191,d054f97e-11e6-4ea1-9fd3-64a0a7368693
mn0000935130,779794aa-9015-4897-943b-fe6c0b5e61ab
mn0002005952,fd8cba37-e4ea-4c27-ae07-800fbfa58e21
mn0000488565,909eddcc-25ef-4fa7-ade5-3deb8ddfeda5
mn0000771926,227650b6-956e-4090-aa3d-68e4e6e6d1bb
mn0000893493,75cc58ef-4860-4420-b351-0cd58a05170b
mn0000206465,4766c163-ad5f-4de4-af10-ece9958b91a2
mn0000579709,cc0c9cef-17d6-4479-8f5b-6425b741a81d
mn0000794244,88147c68-582c-4758-a048-9841217c2962
mn0000016186,c18f29d0-ed7c-4556-8448-a1dcaccb7a11
mn0000334770,07567cb3-86b3-4381-8b9c-f057eacca402
mn0000429259,f8b82705-6a78-4b5f-9a6a-045cae4521ce
mn0000742236,ed7c5d58-6099-4f78-b523-44754eac80d5
mn0000870809,847ac2ff-5eb2-4d74-a533-bad74a2b11c1
mn0000168627,e59d4b60-f62c-4017-97c9-f53e9a22379a
mn0000724598,2754469c-3fb1-475d-8ed5-8510b75b6afe
mn0000283449,6063fdb8-d6f4-4d35-ba91-e02254f3fa86
mn0001402798,25a88947-0117-45e1-8ab8-8f6865c1e451
mn0000783221,e5f073ec-b652-48e3-8b6a-2f6e82e552de
mn0000957296,b28b35af-667a-4f41-8a0c-dcd3d0035b43
mn0000589857,34310d99-aede-4564-a70d-626cf86bb9ad
mn0000504471,3838ec1a-3e76-4a5d-8851-42fe1ce9afd3
mn0000915181,3aebad55-893c-4e7b-a69c-016bab6543ef
mn0000295443,e1992d4a-83db-4c91-9c8d-9ff6dc79b03a
mn0000839797,482a527c-b388-4ad3-a74e-1c92b91a468e
mn0000569143,df7779dd-31f3-494c-9225-f252bb4f908c
mn0000891701,5f02e951-31e1-44e7-9cd8-85543bab0cb6
mn0000795027,3907efab-1ddc-4d2d-85c9-13b409e6bb5d
mn0000251438,90dc05e3-560a-40b4-9384-a20d8703b768
mn0000777009,0c7a855c-5f18-4d48-b1d3-e3cbea6938a1
mn0000412504,0e74c3ea-52c1-46ba-b2ae-41978d7a0290
mn0002029050,be861c90-338a-4203-96e4-4af796a4bb8d
mn0000724562,165440d7-9fef-427c-930a-05a49c3f51aa
mn0000407287,da0516a2-9fed-4dbe-93dd-f2af584c5528
mn0000174680,46e9c2dd-dedf-475e-85f1-57f789fbb53c
mn0000047027,e7c24f61-9030-49cd-ba7f-5f88d644b23f
mn0001969517,c3193de7-68c4-4cb8-a387-fb8d3364fbf6
mn0000758317,2e29ed27-364a-4a1c-b86b-9e07e657bb06
mn0000209054,50fd8aa3-c76d-4657-a14b-6b7e15f6c23e
mn0000096044,cda32217-2ba2-4bb6-a128-fbeeedf81bcc
mn0000839432,196ffb7f-2c8d-40e4-bae9-ead578518d01
mn0000812046,ffdbc973-54dc-44ef-961a-f423557ea797
mn0002099757,941700c8-cd03-43d4-adbd-12c95ecee212
mn0000923633,c9df47d5-0d6c-49f4-af25-d384d028698d
mn0000011166,d4aeb5eb-9885-4152-8221-95fc3ebd3481
mn0000630756,d8f6e28c-2ac0-410a-8cf0-b59470ea1efb
mn0000145748,3c20418b-1dbd-4b0c-861e-ddfe3bc718e1
mn0000527773,cb6db99b-3d81-409a-acc8-ca0110ba68bb
mn0000911085,795cd914-fc7c-4dc0-a44e-5697d47c02bf
mn0000160879,dd173406-122e-4ce8-bb8d-03129744de7f
mn0000796661,490f7440-829c-4cad-8026-906dd97e7ad7
mn0000941303,0de39c93-9b88-42ab-9ac5-5e051014d589
mn0000683658,10fefd03-ce3a-4cd4-91fe-ff259eeb00ed
mn0000598649,37a48e40-3e2c-47d8-b690-66767b024819
mn0000254411,bcb28314-ceb2-4bd2-8a30-fafa42ffe2d8
mn0000548917,ceab491e-f555-4705-8d8f-92661273d674
mn0002442836,01782ca8-23d2-4589-bdc8-93c0f61bf4d1
mn0000668922,467e0b88-f36e-4bef-bfa7-cd99a4a952fd
mn0000097173,691ee05d-687c-4f7e-9e58-0a71c053b076
mn0000237517,5e718f46-2827-4428-954c-c60d71bad217
mn0000783618,81306440-06bc-49b7-a378-7a2656e871fa
mn0001249136,a64ecd3b-9a87-45bd-a4e5-9c6ea40d8eb7
mn0000890745,12fed2eb-d1f1-4b7a-89b2-0ba1aa34fc85
mn0000933568,5027bbba-8fe1-433e-8b20-3aa855aee2f4
mn0000817663,61d4f6ad-23ea-4e3b-85ab-628ba45c0b41
mn0000001098,449f3abc-ff51-47c5-8ed4-4e06bd08a47a
mn0000502806,0854a9da-47d3-46bd-b07b-a7100306a1b8
mn0000538686,e6946bb7-5cce-4600-a51f-9a80c6902be1
mn0000578222,86b1488e-cc12-4e8c-a214-f1fedfb40262
mn0000192180,6ac60328-0412-49e8-99ab-00758758e47d
mn0000004332,96c0a9f6-ef07-48af-b53b-0c8d9920edc4
mn0000297350,156dfd63-62e3-4d57-8e87-bf53edb4ce22
mn0000746643,2c62b027-673a-4737-8c40-6aaf9e3b4514
mn0002055267,55ebcc72-2cf7-4a56-9f29-181636126f8b
mn0000453100,55b953f6-2edf-4a5b-a762-0ce7510ef8f0
mn0000621817,55a69e33-ecd6-4bf5-b676-e9a3b2d8942b
mn0000773147,c8b8e8bf-6b84-4b51-9d2b-8997633d44c9
mn0000029303,775d0f9f-90e6-4ced-a8c4-eb62cbc3459f
mn0001518593,23c21539-962c-4622-94b3-c3100ccf3781
mn0000451322,b2dcd9eb-8861-4c32-b96a-3672fb605b8b
mn0000531585,2f4c409c-b91e-481e-883d-993c734dd3cd
mn0000912905,078fed14-96ec-4343-bbac-4efe33697dfd
mn0000753347,4f619381-c47f-409e-aa41-f5e2cf69d90e
mn0000150629,ba95ab2a-f443-459f-81b3-ff46c7a04168
mn0000788362,4ac8243a-45a0-4e6c-9bb6-b59949a854e2
mn0000676818,64072e21-ac1b-4d2f-a3a9-655ac064e89c
mn0000627490,57e6a1e9-cece-4e11-b339-928f70524628
mn0000812388,ccb537eb-3f6b-43dc-bcea-d211968ab9d8
mn0000307642,a04f83be-f9a5-466e-960d-9a15bea6973c
mn0000796069,e4394421-0d25-4368-ba95-a9e1a376cf67
mn0000021355,c2e21e6a-2d8b-4bc3-be80-a212bdacb2f8
mn0000133085,0bf0129c-7dc1-4046-a24d-10942d70f925
mn0000394288,539539fa-9982-4117-804b-4f71f2ffed0d
mn0000793836,5e4580c9-f6ae-40d1-8452-88884de80e31
mn0000456833,4454c86c-eef2-406e-834a-6cb6a3bd0964
mn0000373817,62cfb356-796b-4001-b201-0318c0c33e82
mn0000295933,4834617c-a88b-478a-bccf-4ffe873187b0
mn0000808304,c8e1cfe9-0a09-4cd8-989c-2c752a1fceb9
mn0000322944,5b540ec4-3754-4293-aae6-4468e14c9155
mn0000294923,bc83d11f-814a-4387-bec5-3f60d5a53929
mn0001487039,b04172d6-4cfe-483b-8513-1aba7febce89
mn0000112540,1855b4f0-b948-497a-bb63-10e4d824ae39
mn0000204337,63c64b41-a6ea-4b8c-96be-3947abcfa86a
mn0000764479,4f6eb47e-560c-4eae-acd2-0dbb07b16932
mn0000757704,5042b0eb-0562-44fe-bcea-2189a7dbb9d3
mn0000728059,578dadf2-e7de-44f6-b1ea-9d2865047bdf
mn0000958839,b3d40a60-52d5-4b9f-b9e2-15dea4c8948f
mn0000292923,70d45dd6-7c26-4b5c-8db8-2a3d72a350aa
mn0000477410,b9ed24f8-e4d0-404e-86b2-5effa6565e0a
mn0000741718,9db0ec33-e565-4bc0-8c02-f030b55ee4ca
mn0000987974,ce88a741-61df-437e-8cad-37d427fe6a4a
mn0000501622,dd33af10-69b5-4185-bb78-9568750bd265
mn0000245387,d8d54362-c155-4586-9763-24817d4f6d96
mn0000544965,82c8cbbb-ea1a-4a14-8958-99be10f99769
mn0000158729,ad39e021-2e86-4850-ac7a-de940e6cffa1
mn0001049965,68409e7b-39d2-4eb9-aba0-03f2f5797388
mn0000980202,5ebe1e39-1724-468f-b5c8-5402b5d99728
mn0000580257,d31dc929-0e1a-47d9-8859-c9dfa4042654
mn0000235519,4a604fc7-b273-44c8-8b0d-645a619a09fb
mn0001473623,6d8b60ed-685a-4a19-bdac-ee84f3db52f9
mn0000797609,819bbca6-4e86-4c66-b2b2-aa304a8d0031
mn0000295976,7564139c-1116-44af-8f5d-ddfbcea79d16
mn0000808133,979d16eb-4d9c-402c-b397-d267a61b675b
mn0001738828,b19622a1-5ff9-4e69-abf8-f0c02463454f
mn0000771261,61e11932-e6a5-4a4c-980c-27b3ea4bb2c7
mn0000185627,160a69a6-9aa7-4bec-9a35-7158cf21967a
mn0000005641,3585bcc5-1b09-4fff-a3fa-fc3e6eec509c
mn0000589117,b3db2ac0-5a1c-4c3c-a495-d1a5080fb218
mn0000739655,df37ef82-c855-48ae-bb8c-8089c47be58b
mn0000383117,917fad9e-acdb-4297-8acb-6e7fe9722d9b
