id,allmusic_id
209,mn0000017684
210,mn0001533512
211,mn0001574352
212,mn0000769999
213,mn0000478974
214,mn0000032866
215,mn0001754509
216,mn0001581652
217,mn0000793845
218,mn0000791483
219,mn0001361529
220,mn0000279676
221,mn0000891911
222,mn0000155142
223,mn0000264557
224,mn0000546678
225,mn0000781819
226,mn0000186597
227,mn0000536329
228,mn0000165611
229,mn0002139956
230,mn0000777487
231,mn0000592239
232,mn0000230185
233,mn0000162718
234,mn0000738182
235,mn0000626492
236,mn0000834141
237,mn0000066915
238,mn0000199194
239,mn0000108679
240,mn0000297213
241,mn0000481077
242,mn0000663298
243,mn0001002669
244,mn0000725474
245,mn0000851473
246,mn0000559687
247,mn0000860588
248,mn0000137126
249,mn0000420967
250,mn0000320083
251,mn0000439291
252,mn0000189701
253,mn0001865473
254,mn0000075008
255,mn0000772733
256,mn0000160690
257,mn0000319945
258,mn0000166988
259,mn0000920638
260,mn0000290502
261,mn0000859509
262,mn0000406187
263,mn0000999579
264,mn0000492670
265,mn0000899785
266,mn0000575401
267,mn0000108089
268,mn0000743968
269,mn0000174552
270,mn0000798169
271,mn0001003186
272,mn0002036451
273,mn0000158173
274,mn0000087162
275,mn0000101326
276,mn0000163128
277,mn0000860222
278,mn0000324878
279,mn0002101421
280,mn0001339281
281,mn0000843574
282,mn0000258465
283,mn0000996973
284,mn0000829668
285,mn0000024883
286,mn0000129201
287,mn0000527010
288,mn0000150444
289,mn0000322027
290,mn0000919623
291,mn0000674150
292,mn0000887191
293,mn0000935130
294,mn0002005952
295,mn0000488565
296,mn0000771926
297,mn0000893493
298,mn0000206465
299,mn0000579709
300,mn0000794244
301,mn0000016186
302,mn0000334770
303,mn0000429259
304,mn0000742236
305,mn0000870809
306,mn0000168627
307,mn0000724598
308,mn0000283449
309,mn0001402798
310,mn0000783221
311,mn0000957296
312,mn0000589857
313,mn0000504471
314,mn0002157957
315,mn0000915181
316,mn0000295443
317,mn0000839797
318,mn0000569143
319,mn0000891701
320,mn0000795027
321,mn0000251438
322,mn0000777009
323,mn0000412504
324,mn0002029050
325,mn0000724562
326,mn0000407287
327,mn0000174680
328,mn0000047027
329,mn0001969517
330,mn0000758317
331,mn0000209054
332,mn0000096044
333,mn0000839432
334,mn0000812046
335,mn0002099757
336,mn0000052749
337,mn0000923633
338,mn0000011166
339,mn0000630756
340,mn0000145748
341,mn0000527773
342,mn0000911085
343,mn0000160879
344,mn0000796661
345,mn0000941303
346,mn0000683658
347,mn0000598649
348,mn0000254411
349,mn0000548917
350,mn0002442836
351,mn0000668922
352,mn0000097173
353,mn0000237517
354,mn0000783618
355,mn0001249136
356,mn0000890745
357,mn0000933568
358,mn0000817663
359,mn0000001098
360,mn0000502806
361,mn0000538686
362,mn0000121942
363,mn0000578222
364,mn0000192180
365,mn0000004332
366,mn0000297350
367,mn0000746643
368,mn0002055267
369,mn0000453100
370,mn0000621817
371,mn0000773147
372,mn0000029303
373,mn0001518593
374,mn0000451322
375,mn0000531585
376,mn0000912905
377,mn0000753347
378,mn0000150629
379,mn0000788362
380,mn0000676818
381,mn0000627490
382,mn0000812388
383,mn0000418266
384,mn0000307642
385,mn0000796069
386,mn0000021355
387,mn0000133085
388,mn0000394288
389,mn0000793836
390,mn0000456833
391,mn0000373817
392,mn0000295933
393,mn0000808304
394,mn0000322944
395,mn0000294923
396,mn0001487039
397,mn0000112540
398,mn0000204337
399,mn0000764479
400,mn0000757704
401,mn0000728059
402,mn0000958839
403,mn0000292923
404,mn0000477410
405,mn0000741718
406,mn0000987974
407,mn0000501622
408,mn0000245387
409,mn0000544965
410,mn0000158729
411,mn0000592409
412,mn0001049965
413,mn0000980202
414,mn0000580257
415,mn0000235519
416,mn0001473623
417,mn0000797609
418,mn0000295976
419,mn0000808133
420,mn0001738828
421,mn0000771261
422,mn0000185627
423,mn0000005641
424,mn0000746109
425,mn0000589117
426,mn0000739655
427,mn0000383117
428,mn0000238112
429,mn0000636218
430,mn0000841697
431,mn0000382804
432,mn0000402345
433,mn0000554431
434,mn0000121469
435,mn0000626774
436,mn0000232564
437,mn0000227988
438,mn0000723859
439,mn0000936658
440,mn0000327779
441,mn0000666598
442,mn0000505123
443,mn0000955992
444,mn0000194862
445,mn0000363372
446,mn0000851807
447,mn0000757298
448,mn0000048594
449,mn0000638121
450,mn0000101164
451,mn0000302191
452,mn0000674409
453,mn0001048299
454,mn0000033545
455,mn0000121459
456,mn0000800095
457,mn0000260175
458,mn0000234815
459,mn0000717371
460,mn0000238375
461,mn0000616003
462,mn0000470416
463,mn0000534985
464,mn0000655346
465,mn0000122795
466,mn0000561339
467,mn0000556874
468,mn0000786673
469,mn0000750024
470,mn0000104515
471,mn0000010802
472,mn0000110567
473,mn0000584041
474,mn0000354369
475,mn0000740500
476,mn0000082742
477,mn0000077766
478,mn0000252978
479,mn0000038579
480,mn0000169970
481,mn0000822874
482,mn0000157922
483,mn0000166220
484,mn0000121234
485,mn0000184967
486,mn0000977770
487,mn0000667337
488,mn0000850222
489,mn0000707813
490,mn0000209109
491,mn0000827215
492,mn0000488558
493,mn0001704574
494,mn0000759207
495,mn0000926604
496,mn0000838659
497,mn0000924191
498,mn0000818050
499,mn0000748364
500,mn0000514192
501,mn0000057248
502,mn0001480511
503,mn0000066658
504,mn0000125822
505,mn0000923284
506,mn0000788937
507,mn0000072151
508,mn0000753443
509,mn0000298436
510,mn0000519762
511,mn0000516020
512,mn0000308772
513,mn0001602026
514,mn0000000756
515,mn0000072605
516,mn0000201983
517,mn0001500009
518,mn0000026161
519,mn0000840708
520,mn0000545534
521,mn0000018786
522,mn0000310724
523,mn0000085351
524,mn0000763997
525,mn0000954181
526,mn0000221844
527,mn0000070704
528,mn0001385543
529,mn0000135686
530,mn0000348039
531,mn0000217963
532,mn0000093613
533,mn0000299289
534,mn0000091700
535,mn0000048806
536,mn0000597309
537,mn0000206973
538,mn0000011404
539,mn0000262609
540,mn0000919436
541,mn0000674718
542,mn0000116388
543,mn0000060855
544,mn0000600920
545,mn0000624380
546,mn0000597211
547,mn0000069153
548,mn0001953486
549,mn0000020319
550,mn0000161545
551,mn0001575400
552,mn0001916318
553,mn0000396698
554,mn0000646590
555,mn0000774733
556,mn0000771300
557,mn0000678650
558,mn0000314020
559,mn0000169568
560,mn0000820913
561,mn0001635335
562,mn0001402129
563,mn0000214173
564,mn0000030431
565,mn0000563760
566,mn0000157273
567,mn0000620495
568,mn0000005755
569,mn0000173049
570,mn0000171993
571,mn0000752022
572,mn0000359326
573,mn0000800359
574,mn0000997002
575,mn0000635760
576,mn0000211146
577,mn0002012483
578,mn0000111323
579,mn0000197757
580,mn0000292019
581,mn0000101961
582,mn0001319229
583,mn0000160360
584,mn0000613939
585,mn0000243008
586,mn0000922911
587,mn0000625561
588,mn0000869356
589,mn0000570067
590,mn0000479099
591,mn0000833738
592,mn0000229863
593,mn0000609830
594,mn0000447197
595,mn0000303429
596,mn0000747101
597,mn0000126782
598,mn0001050429
599,mn0000819584
600,mn0000781690
601,mn0000399550
602,mn0000048481
603,mn0000808201
604,mn0000015387
605,mn0000576315
606,mn0000051370
607,mn0000161631
608,mn0001021918
609,mn0000128681
610,mn0000319219
611,mn0000263937
612,mn0000239329
613,mn0000406733
614,mn0000761179
615,mn0000000441
616,mn0000834790
617,mn0000745915
618,mn0000240583
619,mn0000375659
620,mn0000504137
621,mn0000031067
622,mn0001589016
623,mn0000194153
624,mn0000094224
625,mn0000635467
626,mn0000410010
627,mn0000385825
628,mn0000806542
629,mn0000026231
630,mn0000738842
631,mn0000959591
632,mn0000604940
633,mn0000322584
634,mn0000282458
635,mn0000394542
636,mn0000381280
637,mn0000234488
638,mn0000749743
639,mn0000624495
640,mn0000153621
641,mn0002196268
642,mn0000191045
643,mn0000112386
644,mn0002565731
645,mn0001631891
646,mn0000255629
647,mn0000113735
648,mn0000749504
649,mn0000569402
650,mn0000188847
651,mn0001506344
652,mn0001007283
653,mn0000230244
654,mn0000942516
655,mn0000088776
656,mn0000355412
657,mn0000936315
658,mn0000823469
659,mn0000817581
660,mn0000673360
661,mn0000208304
662,mn0000009484
663,mn0002312545
664,mn0000824199
665,mn0000302942
666,mn0000801963
667,mn0000489658
668,mn0000313915
669,mn0000922178
670,mn0000000589
671,mn0000049501
672,mn0000388794
673,mn0000220403
674,mn0000923110
675,mn0000546016
676,mn0000419999
677,mn0000976062
678,mn0000128846
679,mn0000664519
680,mn0000103025
681,mn0000154533
682,mn0000377581
683,mn0000498102
684,mn0000216468
685,mn0000979547
686,mn0000768585
687,mn0001569658
688,mn0000798795
689,mn0000656909
690,mn0000081017
691,mn0000026952
692,mn0000900246
693,mn0000751870
694,mn0001766955
695,mn0000594113
696,mn0000683065
697,mn0000843502
698,mn0000480086
699,mn0000636394
700,mn0000838358
701,mn0000004358
702,mn0000008830
703,mn0000737770
704,mn0000545137
705,mn0000309839
706,mn0000137084
707,mn0000949481
708,mn0000039661
709,mn0000182900
710,mn0000136311
711,mn0000798587
712,mn0000592648
713,mn0000744556
714,mn0000078160
715,mn0000150062
716,mn0000658149
717,mn0000412513
718,mn0000097491
719,mn0000762652
720,mn0000014665
721,mn0000766336
722,mn0000792841
723,mn0000654209
724,mn0000861703
725,mn0001428966
726,mn0000580379
727,mn0001890528
728,mn0000098891
729,mn0002363246
730,mn0000231870
731,mn0000222927
732,mn0000674263
733,mn0000215927
734,mn0000227460
735,mn0001011318
736,mn0000889818
737,mn0002120646
738,mn0000826381
739,mn0000162122
740,mn0000178549
741,mn0001554678
742,mn0000611856
743,mn0000673582
744,mn0000010458
745,mn0000476242
746,mn0001062566
747,mn0000118189
748,mn0000907133
749,mn0000055692
750,mn0000638805
751,mn0000241226
752,mn0000178753
753,mn0000227415
754,mn0000016059
755,mn0000127373
756,mn0000144102
757,mn0000133664
758,mn0001560249
759,mn0000840039
760,mn0000753742
761,mn0000727991
762,mn0000168125
763,mn0000078622
764,mn0000292795
765,mn0000266002
766,mn0000165830
767,mn0000745687
768,mn0000115474
769,mn0000200629
770,mn0000929573
771,mn0000673703
772,mn0001046455
773,mn0000308645
774,mn0000018264
775,mn0000077871
776,mn0000481461
777,mn0000519637
778,mn0000030639
779,mn0000479687
780,mn0000296750
781,mn0000204850
782,mn0000376422
783,mn0000808250
784,mn0000175379
785,mn0001963003
786,mn0000300963
787,mn0000409908
788,mn0000300655
789,mn0001499721
790,mn0000339615
791,mn0000584327
792,mn0000090500
793,mn0000419533
794,mn0000146117
795,mn0000264430
796,mn0000745209
797,mn0000323652
798,mn0000731047
799,mn0000263995
800,mn0000324646
801,mn0000756660
802,mn0000026825
803,mn0000903710
804,mn0000661756
805,mn0000395105
806,mn0000840993
807,mn0000341137
808,mn0000733005
809,mn0000176281
810,mn0001889346
811,mn0001443667
812,mn0001309036
813,mn0000953398
814,mn0000677991
815,mn0001917464
816,mn0000379645
817,mn0001681602
818,mn0000578028
819,mn0000751227
820,mn0000022348
821,mn0000079208
822,mn0000034988
823,mn0000613368
824,mn0000073845
825,mn0000194582
826,mn0000535282
827,mn0000140213
828,mn0000541348
829,mn0000923745
830,mn0000259800
831,mn0000507275
832,mn0000906358
833,mn0000681229
834,mn0000075623
835,mn0000019297
836,mn0000807221
837,mn0000412134
838,mn0000886695
839,mn0001344827
840,mn0000788950
841,mn0000574540
842,mn0000952522
843,mn0000150590
844,mn0000311674
845,mn0000839929
846,mn0000579035
847,mn0000064199
848,mn0000715078
849,mn0000280853
850,mn0002055729
851,mn0000591293
852,mn0000798682
853,mn0000938737
854,mn0000343396
855,mn0000412715
856,mn0000838563
857,mn0000728740
858,mn0000573604
859,mn0000272567
860,mn0000388352
861,mn0000024219
862,mn0001453990
863,mn0000041416
864,mn0000173902
865,mn0000094934
866,mn0000783097
867,mn0000043714
868,mn0001509585
869,mn0000907775
870,mn0000121746
871,mn0000636409
872,mn0000424513
873,mn0000362636
874,mn0000350092
875,mn0001162681
876,mn0000239921
877,mn0001957805
878,mn0000600485
879,mn0000133626
880,mn0000799053
881,mn0000655214
882,mn0000109367
883,mn0002139189
884,mn0000019334
885,mn0000765520
886,mn0002327363
887,mn0000668576
888,mn0000746748
889,mn0000120521
890,mn0000457877
891,mn0000538318
892,mn0000769616
893,mn0001629859
894,mn0000253058
895,mn0000166505
896,mn0000681154
897,mn0000674370
898,mn0001465835
899,mn0000561765
900,mn0000631538
901,mn0000280993
902,mn0000398882
903,mn0000253721
904,mn0000047020
905,mn0000852688
906,mn0000106145
907,mn0000591667
908,mn0000207734
909,mn0000618746
910,mn0000907676
911,mn0000284207
912,mn0000630800
913,mn0000786023
914,mn0000962913
915,mn0000068203
916,mn0000133650
917,mn0000361507
918,mn0000078255
919,mn0000916167
920,mn0000672575
921,mn0000249931
922,mn0000837228
923,mn0001011101
924,mn0000792018
925,mn0000790797
926,mn0000661645
927,mn0000924782
928,mn0000177957
929,mn0000274884
930,mn0000800332
931,mn0002090481
932,mn0000898650
933,mn0000039656
934,mn0000784042
935,mn0000947816
936,mn0000155464
937,mn0000502341
938,mn0000951923
939,mn0000795606
940,mn0000530996
941,mn0000953069
942,mn0000955379
943,mn0000571610
944,mn0000078802
945,mn0000196021
946,mn0000144581
947,mn0000813019
948,mn0000196074
949,mn0000828055
950,mn0000419079
951,mn0001474732
952,mn0000868167
953,mn0000988712
954,mn0000513770
955,mn0000034047
956,mn0001748620
957,mn0000865306
958,mn0000211749
959,mn0000741692
960,mn0000324490
961,mn0000472923
962,mn0000108256
963,mn0000153915
964,mn0000068097
965,mn0000536981
966,mn0002119300
967,mn0000941802
968,mn0000618713
969,mn0000254215
970,mn0002070459
971,mn0000526407
972,mn0000884122
973,mn0000543989
974,mn0000209126
975,mn0000951375
976,mn0000580623
977,mn0000242545
978,mn0000450203
979,mn0000165248
980,mn0000013511
981,mn0000070207
982,mn0000468921
983,mn0000739975
984,mn0002022225
985,mn0002320434
986,mn0000275475
987,mn0000787810
988,mn0000058361
989,mn0000193802
990,mn0000286523
991,mn0000221165
992,mn0000190371
993,mn0000836998
994,mn0001002428
995,mn0000795288
996,mn0000377538
997,mn0000860646
998,mn0000649435
999,mn0000276917
1000,mn0000265732
1001,mn0002130571
1002,mn0000631371
1003,mn0000797023
1004,mn0000159860
1005,mn0001058761
1006,mn0000667210
1007,mn0000241263
1008,mn0001065184
1009,mn0000033560
1010,mn0000897220
1011,mn0000116630
1012,mn0000004451
1013,mn0001531198
1014,mn0000082149
1015,mn0000387352
1016,mn0001445701
1017,mn0001747853
1018,mn0000335178
1019,mn0000170027
1020,mn0000771419
1021,mn0001944585
1022,mn0001034425
1023,mn0000007816
1024,mn0000590043
1025,mn0000725614
1026,mn0000188843
1027,mn0002008147
1028,mn0000313284
1029,mn0000007008
1030,mn0001302007
1031,mn0000305109
1032,mn0000120254
1033,mn0000158143
1034,mn0000108489
1035,mn0000103600
1036,mn0000183167
1037,mn0000798582
1038,mn0000310008
1039,mn0000868289
1040,mn0000753237
1041,mn0000533644
1042,mn0000096613
1043,mn0000636511
1044,mn0000011371
1045,mn0001409175
1046,mn0000149298
1047,mn0000225551
1048,mn0000114272
1049,mn0000794301
1050,mn0000995268
1051,mn0000490549
1052,mn0001404119
1053,mn0000754032
1054,mn0001011493
1055,mn0000286012
1056,mn0000201760
1057,mn0000787757
1058,mn0000100854
1059,mn0000918400
1060,mn0000828125
1061,mn0000247004
1062,mn0000562831
1063,mn0000617945
1064,mn0000105308
1065,mn0000142208
1066,mn0000331224
1067,mn0000954771
1068,mn0000139814
1069,mn0000406962
1070,mn0000987541
1071,mn0000220650
1072,mn0000563121
1073,mn0000922054
1074,mn0000070773
1075,mn0000885375
1076,mn0000485716
1077,mn0000068114
1078,mn0000178840
1079,mn0000403408
1080,mn0000449332
1081,mn0000118544
1082,mn0000121157
1083,mn0000380976
1084,mn0000461276
1085,mn0000014037
1086,mn0000517796
1087,mn0000287080
1088,mn0000025243
1089,mn0000802870
1090,mn0000069765
1091,mn0001603690
1092,mn0000749624
1093,mn0002259748
1094,mn0000365823
1095,mn0000357587
1096,mn0000992052
1097,mn0000664429
1098,mn0000081537
1099,mn0001219035
1100,mn0000597570
1101,mn0002029365
1102,mn0000740551
1103,mn0000927736
1104,mn0000198880
1105,mn0000005441
1106,mn0000661827
1107,mn0000564239
1108,mn0000489209
1109,mn0000051863
1110,mn0000937178
1111,mn0000232435
1112,mn0000988455
1113,mn0000243777
1114,mn0000238733
1115,mn0000037893
1116,mn0000139093
1117,mn0000125851
1118,mn0000571797
1119,mn0000477613
1120,mn0000107294
1121,mn0000646378
1122,mn0000951944
1123,mn0000520361
1124,mn0000272379
1125,mn0000049547
1126,mn0000791491
1127,mn0001003437
1128,mn0000451589
1129,mn0000541493
1130,mn0000065620
1131,mn0000122962
1132,mn0001479680
1133,mn0000551344
1134,mn0000965903
1135,mn0000552965
1136,mn0000656541
1137,mn0000315375
1138,mn0000826859
1139,mn0000006843
1140,mn0002006793
1141,mn0000164817
1142,mn0000214546
1143,mn0000308761
1144,mn0000996706
1145,mn0000773633
1146,mn0000793623
1147,mn0000544053
1148,mn0000227465
1149,mn0000617568
1150,mn0000941415
1151,mn0000894847
1152,mn0000868628
1153,mn0001926716
1154,mn0000518937
1155,mn0000492275
1156,mn0000011504
1157,mn0000753098
1158,mn0000140575
1159,mn0000492325
1160,mn0000242649
1161,mn0002139134
1162,mn0000151988
1163,mn0000028748
1164,mn0000159274
1165,mn0000955569
1166,mn0000632989
1167,mn0000088505
1168,mn0000317040
1169,mn0000144152
1170,mn0000581713
1171,mn0000307128
1172,mn0001935334
1173,mn0000236632
1174,mn0001768491
1175,mn0000075308
1176,mn0000491072
1177,mn0000058732
1178,mn0000650542
1179,mn0000896225
1180,mn0001569085
1181,mn0000868306
1182,mn0000753868
1183,mn0000007305
1184,mn0000958087
1185,mn0000065672
1186,mn0000818595
1187,mn0000569685
1188,mn0001004281
1189,mn0000221702
1190,mn0000242966
1191,mn0000338179
1192,mn0000810794
1193,mn0001564556
1194,mn0000252831
1195,mn0000563485
1196,mn0000060122
1197,mn0002169273
1198,mn0000672902
1199,mn0000278515
1200,mn0000254507
1201,mn0000163085
1202,mn0000775684
1203,mn0000283753
1204,mn0000525277
1205,mn0000114708
1206,mn0000577627
1207,mn0000285072
1208,mn0000671785
1209,mn0001432254
1210,mn0001991110
1211,mn0000915904
1212,mn0000610706
1213,mn0000930204
1214,mn0000651257
1215,mn0000844950
1216,mn0000103484
1217,mn0001419218
1218,mn0000248452
1219,mn0000774552
1220,mn0000774254
1221,mn0000566772
1222,mn0000896965
1223,mn0000868982
1224,mn0000829172
1225,mn0000130958
1226,mn0000615798
1227,mn0000853599
1228,mn0000756291
1229,mn0000115301
1230,mn0002547660
1231,mn0000558594
1232,mn0000103324
1233,mn0000599389
1234,mn0000887730
1235,mn0000041079
1236,mn0000578263
1237,mn0000405711
1238,mn0001997970
1239,mn0000950748
1240,mn0000150172
1241,mn0000615489
1242,mn0000042798
1243,mn0000099615
1244,mn0000615826
1245,mn0000047915
1246,mn0000120241
1247,mn0000260361
1248,mn0000953430
1249,mn0000300534
1250,mn0000108331
1251,mn0000695019
1252,mn0000046328
1253,mn0000558307
1254,mn0001745090
1255,mn0000230729
1256,mn0000756340
1257,mn0000431439
1258,mn0000669303
1259,mn0000063180
1260,mn0000623641
1261,mn0000771382
1262,mn0000017940
1263,mn0000218164
1264,mn0000927555
1265,mn0000229777
1266,mn0000830063
1267,mn0000490868
1268,mn0000492592
1269,mn0000815149
1270,mn0000952834
1271,mn0000129133
1272,mn0000732408
1273,mn0000639423
1274,mn0000252172
1275,mn0000039088
1276,mn0000317865
1277,mn0000793607
1278,mn0000090079
1279,mn0000777227
1280,mn0000184814
1281,mn0001239555
1282,mn0000099235
1283,mn0000533906
1284,mn0000496343
1285,mn0001563759
1286,mn0000674861
1287,mn0000301106
1288,mn0000998184
1289,mn0000676415
1290,mn0000816523
1291,mn0000486798
1292,mn0000844005
1293,mn0000006790
1294,mn0000174401
1295,mn0000566602
1296,mn0000044972
1297,mn0000509367
1298,mn0000893724
1299,mn0000032771
1300,mn0000756380
1301,mn0000409805
1302,mn0000690196
1303,mn0000719976
1304,mn0000792574
1305,mn0000245102
1306,mn0000840510
1307,mn0000694273
1308,mn0000178889
1309,mn0000591806
1310,mn0000275715
1311,mn0002115719
1312,mn0000327745
1313,mn0000486897
1314,mn0000998435
1315,mn0000885897
1316,mn0000139491
1317,mn0000933927
1318,mn0000294878
1319,mn0000312540
1320,mn0000956093
1321,mn0000123606
1322,mn0000192840
1323,mn0000994740
1324,mn0000472973
1325,mn0000759779
1326,mn0002092769
1327,mn0000147249
1328,mn0000806517
1329,mn0000847756
1330,mn0000513923
1331,mn0000292948
1332,mn0000789292
1333,mn0000056833
1334,mn0001942964
1335,mn0000362332
1336,mn0000140734
1337,mn0001004535
1338,mn0000839847
1339,mn0000608231
1340,mn0001309240
1341,mn0000671128
1342,mn0000065882
1343,mn0001371793
1344,mn0000496487
1345,mn0000028385
1346,mn0000536943
1347,mn0000898543
1348,mn0000450053
1349,mn0000582787
1350,mn0000672081
1351,mn0000776994
1352,mn0000323211
1353,mn0000229068
1354,mn0000479632
1355,mn0000399190
1356,mn0000840523
1357,mn0000468938
1358,mn0000002069
1359,mn0000122601
1360,mn0000933841
1361,mn0002081333
1362,mn0000847022
1363,mn0000369211
1364,mn0000419691
1365,mn0000010635
1366,mn0000020971
1367,mn0000298113
1368,mn0000571237
1369,mn0000226331
1370,mn0000310088
1371,mn0000676814
1372,mn0001554505
1373,mn0000718907
1374,mn0000678135
1375,mn0000255069
1376,mn0000220374
1377,mn0000846488
1378,mn0000131709
1379,mn0000574637
1380,mn0000628269
1381,mn0000189414
1382,mn0000807026
1383,mn0000314343
1384,mn0000393982
1385,mn0000215041
1386,mn0000858749
1387,mn0001863237
1388,mn0000332160
1389,mn0000936195
1390,mn0001775164
1391,mn0000799644
1392,mn0002331100
1393,mn0000140619
1394,mn0000829889
1395,mn0000277905
1396,mn0000823165
1397,mn0000344433
1398,mn0000791454
1399,mn0000996407
1400,mn0000954422
1401,mn0000851745
1402,mn0001006699
1403,mn0000330232
1404,mn0000886501
1405,mn0000125976
1406,mn0000731975
1407,mn0000104716
1408,mn0000241366
1409,mn0000468212
1410,mn0000194036
1411,mn0000945467
1412,mn0000154035
1413,mn0000202010
1414,mn0000485361
1415,mn0000598667
1416,mn0000155609
1417,mn0000211392
1418,mn0000310455
1419,mn0000726638
1420,mn0000657707
1421,mn0000883619
1422,mn0000222450
1423,mn0000142545
1424,mn0000488397
1425,mn0000219287
1426,mn0000146354
1427,mn0000343934
1428,mn0000787006
1429,mn0000798965
1430,mn0000808613
1431,mn0000316611
1432,mn0001078538
1433,mn0000958147
1434,mn0000353211
1435,mn0000561839
1436,mn0000691338
1437,mn0000983474
1438,mn0000528219
1439,mn0000476558
1440,mn0000121318
1441,mn0000952097
1442,mn0000726429
1443,mn0000485869
1444,mn0000004542
1445,mn0001225783
1446,mn0000297463
1447,mn0000814766
1448,mn0000296973
1449,mn0000209865
1450,mn0000749671
1451,mn0000390469
1452,mn0000182227
1453,mn0000747649
1454,mn0000789721
1455,mn0000115079
1456,mn0000657693
1457,mn0000496556
1458,mn0000328201
1459,mn0000044906
1460,mn0000809340
1461,mn0000746182
1462,mn0000209019
1463,mn0000672962
1464,mn0000055510
1465,mn0000183699
1466,mn0000562925
1467,mn0000279337
1468,mn0000144489
1469,mn0000217988
1470,mn0000028178
1471,mn0000808626
1472,mn0000507386
1473,mn0000081920
1474,mn0000096142
1475,mn0000306258
1476,mn0000527658
1477,mn0000674749
1478,mn0000030629
1479,mn0000373923
1480,mn0000830375
1481,mn0001753201
1482,mn0000575926
1483,mn0000404741
1484,mn0000580300
1485,mn0000103908
1486,mn0000123237
1487,mn0000231673
1488,mn0000199345
1489,mn0000300659
1490,mn0000074449
1491,mn0000355626
1492,mn0000907868
1493,mn0000363142
1494,mn0000091797
1495,mn0000659859
1496,mn0000216318
1497,mn0000277703
